Schooljaar;Schoolcode;tSchool;Type data;Geslacht;Bouw;Leerjaar;Profiel;Aantal leerlingen;Aantal leerlingen vj;tAantal verhuizers;tAantal afstromers;tAantal overleden;Aantal bevorderd;Aantal geslaagd
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;16;11;;16;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;18;15;;18;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Bovenbouw;4;Economie en Maatschappij;18;14;;18;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Bovenbouw;5;Economie en Maatschappij;19;13;;19;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;20;;;20;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;21;21;;21;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;22;;;22;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;24;29;;24;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;24;18;;24;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Bovenbouw;5;Natuur en Techniek;30;34;;30;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;35;11;;35;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Onderbouw;2;;56;61;;56;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Bovenbouw;4;Natuur en Techniek;57;12;;57;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Onderbouw;3;;60;49;;60;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Vrouw;Onderbouw;1;;63;57;;63;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Onderbouw;3;;67;78;;67;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Onderbouw;1;;73;79;;73;;;
23-24;42510-20BV-000;17. 42510-20BV-000;School;Man;Onderbouw;2;;78;74;;78;;;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Economie en Maatschappij;17;;;;;15;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;5;;;;;3;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;12;;;;;11;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;8;;;;;6;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;5;;;;;5;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;3;;;;;3;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Techniek;28;;;;;26;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;3;;;;;2;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Economie en Maatschappij;18;;;;;18;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;1;;;0;;;1
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;10;;;0;;;10
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;1;;59;;1;0;;57;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;7;;;0;;;7
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;1;;;0;;;1
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;1;;;1;;;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;22;;;1;;20;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Economie en Maatschappij;11;;;1;;;10
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Techniek;28;;;1;;24;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;8;;;1;;7;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;4;;;1;;3;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;8;;;1;;7;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;3;;68;;;1;;66;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;19;;;1;;16;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;40;;;1;;35;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;15;;;2;;;13
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;18;;;2;;;16
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;17;;;3;;;14
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Techniek;35;;;3;;;31
18-19;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;2;;65;;;6;;55;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;3;;61;;1;6;;53;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;1;;80;;3;7;;68;
18-19;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;2;;71;;;7;;56;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;;1;;;;;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;18;4;;;;17;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;19;22;;;;17;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Profielcombinatie NTNG;1;;;;;1;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;11;12;;;;10;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;13;5;;;;13;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;;1;;;;;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;11;8;;;;11;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Techniek;24;28;;;;24;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;2;3;;;;2;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;6;7;;0;;;6
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;3;17;;0;;;3
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;1;;;0;;;1
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;3;1;;0;;;3
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;10;10;;0;;;9
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;20;18;;1;;;19
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;10;8;;1;;9;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;3;;56;68;;1;;55;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;16;5;;1;;14;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Economie en Maatschappij;25;18;;1;;23;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;18;19;;1;;16;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;1;;;1;;;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Economie en Maatschappij;18;11;;1;;;17
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;1;3;;1;;;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Techniek;23;28;;1;;22;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;1;;51;59;;1;;49;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;8;8;;1;;7;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;1;;61;80;;1;;60;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;2;;62;65;;2;;57;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;3;;57;61;;2;;55;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Techniek;24;35;;2;;;22
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;7;15;;2;;;4
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Economie en Maatschappij;17;17;;2;;14;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;33;40;;5;;27;
19-20;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;2;;76;71;;7;;63;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;;3;;;;;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;19;16;;;;17;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;14;11;;;;13;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;;1;;;;;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;17;18;;;;17;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Profielcombinatie NTNG;;1;;;;;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;4;13;;;;4;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;20;18;;;;16;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;1;1;;;;;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;2;2;;;;2;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Techniek;21;24;;;;19;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;8;10;;0;;;6
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;11;7;;0;;;11
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;16;3;;0;;;14
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;9;6;;0;;;9
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;1;;63;51;;1;;59;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;23;19;;1;;22;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;12;10;;1;;10;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;17;20;;1;;;16
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;13;11;;1;;11;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;8;8;;1;;6;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;3;;63;57;;1;;59;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Techniek;24;24;;1;;;22
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;4;1;;1;;3;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Economie en Maatschappij;17;25;;1;;16;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;28;33;;2;;25;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;3;;57;56;1;2;;53;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Economie en Maatschappij;18;17;;2;;16;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Economie en Maatschappij;25;18;;2;;;21
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Techniek;17;23;;3;;12;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;1;;78;61;;3;;69;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;2;;52;62;;6;;42;
20-21;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;2;;66;76;;7;;54;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;13;8;;;;12;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;4;14;;;;4;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;24;23;;;;20;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;16;19;;;;15;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;6;4;;;;6;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;3;;43;57;;;;40;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;16;13;;;;16;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Economie en Maatschappij;17;17;;;;15;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;3;2;;;;2;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Techniek;20;17;;;;19;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Techniek;14;21;;;;14;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;2;4;;;;1;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;2;8;;0;;;2
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;6;9;;0;;;6
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;8;11;;0;;;8
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;3;;;0;;;3
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;18;;;0;;;18
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;13;;;0;;;13
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Techniek;4;24;;0;;;4
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Economie en Maatschappij;6;25;;0;;;6
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;1;16;;0;;;1
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;16;17;;1;;;14
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Economie en Maatschappij;24;18;;1;;19;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;21;;;1;;;20
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;10;17;;1;;9;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;26;28;;1;;24;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;12;12;;1;;11;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;3;;57;63;1;2;;51;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;18;20;;3;;14;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;22;1;;3;;;19
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;1;;94;78;;4;;86;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;1;;52;63;;5;;45;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;2;;63;52;;6;;54;
21-22;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;2;;74;66;;10;;56;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;5;2;;;;4;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;13;16;;;;13;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;7;6;;;;7;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Techniek;17;14;;;;16;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;14;12;;;;13;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;28;24;;;;26;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;9;16;;;;8;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;7;4;;;;7;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;2;3;;;;2;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;2;13;;;;2;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;1;;48;52;;;;48;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;9;18;;;;8;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;1;2;;0;;;1
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;11;6;;0;;;10
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;2;1;;0;;;2
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;14;22;;0;;;14
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NGEM;1;;;0;;;1
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;16;18;;0;;;16
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;9;16;;0;;;9
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;8;8;;0;;;8
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Economie en Maatschappij;5;6;;0;;;5
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;11;13;;0;;;10
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;1;3;;0;;;1
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Techniek;5;4;;0;;;5
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie NTEM;1;;;0;;;1
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;13;21;;1;;;11
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;11;10;;1;;8;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Economie en Maatschappij;22;17;;1;;19;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;1;;52;94;;2;;49;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Techniek;19;20;;2;;16;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;23;26;;2;;21;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;3;;58;43;;2;;52;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;3;;59;57;;2;;54;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Economie en Maatschappij;28;24;;2;;25;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;2;;48;63;1;6;;37;
22-23;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;2;;95;74;;6;;85;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie NTEM;;1;;;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NGEM;;1;;;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;1;14;;1;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;1;16;;1;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NGCM;1;;;1;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Profielcombinatie EMCM;1;;;1;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;2;2;;2;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;2;11;;2;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;3;5;;3;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;3;14;;3;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;5;1;;5;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;6;13;;6;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;6;2;;6;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;7;7;;7;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;8;1;;8;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;8;2;;8;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;9;13;;9;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;10;7;;10;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;10;9;;10;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;12;11;;12;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;13;8;;13;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Techniek;15;5;;15;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;15;9;;15;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;16;11;;16;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Techniek;16;17;;16;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Economie en Maatschappij;17;5;;17;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Economie en Maatschappij;19;28;;19;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Techniek;20;19;;20;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;21;23;;21;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;23;28;;23;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;23;9;;23;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Economie en Maatschappij;28;22;;28;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;3;;41;58;;41;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;2;;52;48;;52;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;1;;52;48;;52;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;2;;53;95;;53;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;1;;82;52;;82;;;
23-24;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;3;;89;59;;89;;;
