Type data;tSchool;Schooljaar;Voorlopig definitief;Vak omschrijving;Aantal vak deelnemers;tCentraal examen;tSchoolexamen;tVerschilSeCe;Percentiel ce;Percentiel se;Percentiel sece
School;42. 40586-30GC-000;17-18;Definitief;Geschiedenis;80;6367500;6786250;418750;22;43;29
School;42. 40586-30GC-000;17-18;Definitief;Grieks;55;5938181;6516363;578181;15;24;27
School;42. 40586-30GC-000;17-18;Definitief;Kunst (beeldende vormgeving);10;5990000;6879999;889999;23;10;46
School;42. 40586-30GC-000;17-18;Definitief;Kunst (drama);11;6436363;7845454;1409090;56;78;23
School;42. 40586-30GC-000;17-18;Definitief;Latijn;70;5698571;6431428;732857;10;46;5
School;42. 40586-30GC-000;17-18;Definitief;Maatschappijleer;121;;6874380;;;20;
School;42. 40586-30GC-000;17-18;Definitief;Natuurkunde;66;6609090;6904545;295454;12;77;5
School;42. 40586-30GC-000;17-18;Definitief;Nederlands;121;6167768;6652066;484297;12;27;34
School;42. 40586-30GC-000;17-18;Definitief;Russische taal en literatuur;1;10000000;9300000;-700000;100;50;100
School;42. 40586-30GC-000;17-18;Definitief;Scheikunde;61;6683606;6862295;178688;39;67;29
School;42. 40586-30GC-000;17-18;Definitief;Wiskunde A;51;6201960;6198039;-3921;5;5;29
School;42. 40586-30GC-000;17-18;Definitief;Wiskunde B;64;6535937;6575000;39062;12;17;15
School;42. 40586-30GC-000;17-18;Definitief;Wiskunde C;6;6616666;7000000;383333;70;84;37
School;42. 40586-30GC-000;17-18;Definitief;Wiskunde D;16;;7637500;;;60;
School;42. 40586-30GC-000;18-19;Definitief;Totaal;126;6740545;7079345;288206;53;91;5
School;42. 40586-30GC-000;18-19;Definitief;Aardrijkskunde;49;6504081;6775510;271428;50;81;36
School;42. 40586-30GC-000;18-19;Definitief;Algemene natuurwetenschappen;13;;7161538;;;67;
School;42. 40586-30GC-000;18-19;Definitief;Biologie;80;6404999;6976250;571249;46;89;15
School;42. 40586-30GC-000;18-19;Definitief;Chinese taal en cultuur;1;;8800000;;;100;
School;42. 40586-30GC-000;18-19;Definitief;Duits;26;6665384;6738461;73076;43;46;43
School;42. 40586-30GC-000;18-19;Definitief;Economie;52;6840384;7007692;167307;89;96;43
School;42. 40586-30GC-000;18-19;Definitief;Engels;126;7364285;7561904;197619;39;98;8
School;42. 40586-30GC-000;18-19;Definitief;Filosofie;13;6199999;7015384;815384;17;48;25
School;42. 40586-30GC-000;18-19;Definitief;Frans;37;7372972;7640540;267567;81;93;36
School;42. 40586-30GC-000;18-19;Definitief;Geschiedenis;71;6225352;6990140;764788;29;70;17
School;42. 40586-30GC-000;18-19;Definitief;Grieks;43;6855813;7200000;344186;79;93;29
School;42. 40586-30GC-000;18-19;Definitief;Kunst (beeldende vormgeving);13;6153846;6792307;638461;23;7;71
School;42. 40586-30GC-000;18-19;Definitief;Kunst (drama);23;6282608;7560869;1278260;46;82;46
School;42. 40586-30GC-000;18-19;Definitief;Latijn;87;6470114;6614942;144827;36;65;20
School;42. 40586-30GC-000;18-19;Definitief;Maatschappijleer;126;;7460317;;;74;
School;42. 40586-30GC-000;18-19;Definitief;Natuurkunde;76;6836842;7071052;234210;41;93;15
School;42. 40586-30GC-000;18-19;Definitief;Nederlands;125;6341599;6983199;641600;29;72;20
School;42. 40586-30GC-000;18-19;Definitief;Russische taal en literatuur;1;9600000;9000000;-600000;100;100;100
School;42. 40586-30GC-000;18-19;Definitief;Scheikunde;78;6724358;6892307;167948;46;79;20
School;42. 40586-30GC-000;18-19;Definitief;Wiskunde A;40;7222500;7055000;-167500;91;91;46
School;42. 40586-30GC-000;18-19;Definitief;Wiskunde B;77;7120779;6540259;-580519;46;34;62
School;42. 40586-30GC-000;18-19;Definitief;Wiskunde C;9;7399999;7644444;244444;93;100;52
School;42. 40586-30GC-000;18-19;Definitief;Wiskunde D;25;;7124000;;;22;
School;42. 40586-30GC-000;19-20;Definitief;Totaal;111;;6894476;;;58;
School;42. 40586-30GC-000;19-20;Definitief;Aardrijkskunde;46;;6845652;;;72;
School;42. 40586-30GC-000;19-20;Definitief;Biologie;64;;6648437;;;46;
School;42. 40586-30GC-000;19-20;Definitief;Duits;23;;6469565;;;10;
School;42. 40586-30GC-000;19-20;Definitief;Economie;50;;6440000;;;34;
School;42. 40586-30GC-000;19-20;Definitief;Engels;109;;7496330;;;91;
School;42. 40586-30GC-000;19-20;Definitief;Filosofie;21;;7361904;;;75;
School;42. 40586-30GC-000;19-20;Definitief;Frans;31;;7180645;;;77;
School;42. 40586-30GC-000;19-20;Definitief;Geschiedenis;73;;7036986;;;81;
School;42. 40586-30GC-000;19-20;Definitief;Grieks;27;;6674074;;;62;
School;42. 40586-30GC-000;19-20;Definitief;Kunst (beeldende vormgeving);15;;7306666;;;30;
School;42. 40586-30GC-000;19-20;Definitief;Kunst (drama);14;;7478571;;;55;
School;42. 40586-30GC-000;19-20;Definitief;Latijn;88;;6015909;;;15;
School;42. 40586-30GC-000;19-20;Definitief;Maatschappijleer;111;;7315315;;;77;
School;42. 40586-30GC-000;19-20;Definitief;Natuurkunde;60;;6610000;;;36;
School;42. 40586-30GC-000;19-20;Definitief;Nederlands;111;;7100000;;;81;
School;42. 40586-30GC-000;19-20;Definitief;Scheikunde;60;;6609999;;;39;
School;42. 40586-30GC-000;19-20;Definitief;Wiskunde A;43;;6630232;;;48;
School;42. 40586-30GC-000;19-20;Definitief;Wiskunde B;59;;6732203;;;27;
School;42. 40586-30GC-000;19-20;Definitief;Wiskunde C;8;;7050000;;;87;
School;42. 40586-30GC-000;19-20;Definitief;Wiskunde D;19;;7368421;;;26;
School;42. 40586-30GC-000;20-21;Definitief;Totaal;113;6591666;6859112;227597;29;41;29
School;42. 40586-30GC-000;20-21;Definitief;Aardrijkskunde;30;6573333;6583333;10000;43;43;55
School;42. 40586-30GC-000;20-21;Definitief;Biologie;67;6377611;6814925;437313;53;67;39
School;42. 40586-30GC-000;20-21;Definitief;Duits;17;6629411;6323529;-305882;31;10;84
School;42. 40586-30GC-000;20-21;Definitief;Economie;52;5805769;6705769;899999;24;72;20
School;42. 40586-30GC-000;20-21;Definitief;Engels;112;7313084;7339285;-28971;31;70;24
School;42. 40586-30GC-000;20-21;Definitief;Filosofie;21;6604761;7466666;861904;37;81;14
School;42. 40586-30GC-000;20-21;Definitief;Frans;49;6830612;7326530;495918;31;84;17
School;42. 40586-30GC-000;20-21;Definitief;Geschiedenis;69;6731884;7115942;384057;55;89;24
School;42. 40586-30GC-000;20-21;Definitief;Grieks;28;6328571;6378571;50000;43;39;60
School;42. 40586-30GC-000;20-21;Definitief;Kunst (beeldende vormgeving);14;6478571;7492857;1014285;42;65;42
School;42. 40586-30GC-000;20-21;Definitief;Kunst (drama);12;6658333;7825000;1166666;64;91;28
School;42. 40586-30GC-000;20-21;Definitief;Latijn;89;5986516;6033707;47191;60;24;81
School;42. 40586-30GC-000;20-21;Definitief;Maatschappijleer;112;;7048214;;;41;
School;42. 40586-30GC-000;20-21;Definitief;Natuurkunde;72;6568055;6645833;77777;20;36;31
School;42. 40586-30GC-000;20-21;Definitief;Nederlands;113;6485840;7078761;592920;27;74;24
School;42. 40586-30GC-000;20-21;Definitief;Scheikunde;72;6498611;6502777;4166;24;29;36
School;42. 40586-30GC-000;20-21;Definitief;Wiskunde A;41;6939024;6612195;-326829;41;50;55
School;42. 40586-30GC-000;20-21;Definitief;Wiskunde B;67;6925373;6641791;-283582;50;22;62
School;42. 40586-30GC-000;20-21;Definitief;Wiskunde C;4;7100000;6850000;-249999;87;76;87
School;42. 40586-30GC-000;20-21;Definitief;Wiskunde D;18;;7266666;;;29;
School;42. 40586-30GC-000;21-22;Definitief;Totaal;108;6509739;6864519;290260;39;62;17
School;42. 40586-30GC-000;21-22;Definitief;Aardrijkskunde;36;6363888;6374999;11111;24;12;62
School;42. 40586-30GC-000;21-22;Definitief;Biologie;59;6747457;6711864;-35593;74;58;67
School;42. 40586-30GC-000;21-22;Definitief;Duits;16;6824999;6212499;-612499;58;5;100
School;42. 40586-30GC-000;21-22;Definitief;Economie;64;5265625;6545312;1279687;12;67;8
School;42. 40586-30GC-000;21-22;Definitief;Engels;105;7380000;7234285;-145714;34;55;48
School;42. 40586-30GC-000;21-22;Definitief;Filosofie;27;6944444;7644444;700000;48;92;12
School;42. 40586-30GC-000;21-22;Definitief;Frans;28;6300000;7296428;996428;8;77;3
School;42. 40586-30GC-000;21-22;Definitief;Geschiedenis;68;6270588;6986764;716176;48;79;20
School;42. 40586-30GC-000;21-22;Definitief;Grieks;28;5457142;6103571;646428;12;15;34
School;42. 40586-30GC-000;21-22;Definitief;Kunst (beeldende vormgeving);22;5868181;7454545;1586363;7;54;7
School;42. 40586-30GC-000;21-22;Definitief;Kunst (drama);16;5893333;7362500;1473333;10;55;10
School;42. 40586-30GC-000;21-22;Definitief;Latijn;78;5906410;6215384;308974;67;43;70
School;42. 40586-30GC-000;21-22;Definitief;Maatschappijleer;104;;7334615;;;60;
School;42. 40586-30GC-000;21-22;Definitief;Natuurkunde;66;6686363;6850000;163636;29;74;15
School;42. 40586-30GC-000;21-22;Definitief;Nederlands;106;6578301;7180188;601886;79;93;31
School;42. 40586-30GC-000;21-22;Definitief;Scheikunde;58;7439655;6551724;-887931;81;39;91
School;42. 40586-30GC-000;21-22;Definitief;Wiskunde A;38;6507894;6484210;-23684;43;55;41
School;42. 40586-30GC-000;21-22;Definitief;Wiskunde B;61;6713114;6437704;-275409;48;17;74
School;42. 40586-30GC-000;21-22;Definitief;Wiskunde C;8;6450000;6587499;137500;69;76;38
School;42. 40586-30GC-000;21-22;Definitief;Wiskunde D;21;;7228571;;;32;
School;42. 40586-30GC-000;22-23;Definitief;Totaal;119;6708784;6837847;75485;34;50;27
School;42. 40586-30GC-000;22-23;Definitief;Aardrijkskunde;48;6306250;6318749;12499;27;12;67
School;42. 40586-30GC-000;22-23;Definitief;Biologie;71;6602816;6736619;133802;22;81;8
School;42. 40586-30GC-000;22-23;Definitief;Duits;7;7757142;6685714;-1071428;100;36;100
School;42. 40586-30GC-000;22-23;Definitief;Economie;66;5977272;6313636;336363;10;36;27
School;42. 40586-30GC-000;22-23;Definitief;Engels;119;7106722;7100000;-6722;17;36;31
School;42. 40586-30GC-000;22-23;Definitief;Filosofie;39;5987179;7425641;1438461;9;92;3
School;42. 40586-30GC-000;22-23;Definitief;Frans;45;7100000;7684444;584444;55;98;5
School;42. 40586-30GC-000;22-23;Definitief;Geschiedenis;75;6274666;6945333;670666;29;77;10
School;42. 40586-30GC-000;22-23;Definitief;Grieks;31;7074193;6587096;-487096;81;60;84
School;42. 40586-30GC-000;22-23;Definitief;Kunst (beeldende vormgeving);17;6611764;6976470;364705;25;4;60
School;42. 40586-30GC-000;22-23;Definitief;Kunst (drama);12;6441666;7750000;1308333;10;82;10
School;42. 40586-30GC-000;22-23;Definitief;Latijn;91;6564835;6208791;-356043;53;36;65
School;42. 40586-30GC-000;22-23;Definitief;Maatschappijleer;119;;7176470;;;55;
School;42. 40586-30GC-000;22-23;Definitief;Natuurkunde;63;6780952;6693650;-87301;58;41;70
School;42. 40586-30GC-000;22-23;Definitief;Nederlands;118;6432203;6939830;507627;55;74;27
School;42. 40586-30GC-000;22-23;Definitief;Scheikunde;59;7447457;6561016;-886440;81;29;89
School;42. 40586-30GC-000;22-23;Definitief;Wiskunde A;58;6841379;6365517;-475862;29;29;41
School;42. 40586-30GC-000;22-23;Definitief;Wiskunde B;58;7517241;6960344;-556896;81;70;81
School;42. 40586-30GC-000;22-23;Definitief;Wiskunde C;2;6750000;7050000;300000;79;91;41
School;42. 40586-30GC-000;22-23;Definitief;Wiskunde D;17;;7552941;;;47;
School;04. 40776-01ET-000;17-18;Definitief;Totaal;123;6860226;6956340;5241;67;70;67
School;04. 40776-01ET-000;17-18;Definitief;Aardrijkskunde;25;6367999;6903999;536000;36;84;17
School;04. 40776-01ET-000;17-18;Definitief;Algemene natuurwetenschappen;123;;7472357;;;88;
School;04. 40776-01ET-000;17-18;Definitief;Biologie;69;6607246;6930434;323188;77;91;34
School;04. 40776-01ET-000;17-18;Definitief;Duits;20;6715000;7034999;319999;41;77;31
School;04. 40776-01ET-000;17-18;Definitief;Economie;49;6212244;6602040;389795;29;53;24
School;04. 40776-01ET-000;17-18;Definitief;Engels;123;7554471;7077235;-477235;89;29;93
School;04. 40776-01ET-000;17-18;Definitief;Filosofie;18;6088888;6427777;338888;12;9;38
School;04. 40776-01ET-000;17-18;Definitief;Frans;41;6921951;7478048;556097;62;91;20
School;04. 40776-01ET-000;17-18;Definitief;Geschiedenis;55;6810909;6905454;94545;72;60;55
School;04. 40776-01ET-000;17-18;Definitief;Grieks;26;6315384;7042307;726923;36;79;24
School;04. 40776-01ET-000;17-18;Definitief;Latijn;100;6663999;6740000;76000;79;81;55
School;04. 40776-01ET-000;17-18;Definitief;Maatschappijleer;123;;6996747;;;31;
School;04. 40776-01ET-000;17-18;Definitief;Management en organisatie;36;6236111;6233333;-2777;40;20;74
School;04. 40776-01ET-000;17-18;Definitief;Muziek;10;6100000;7709999;1610000;20;60;20
School;04. 40776-01ET-000;17-18;Definitief;Natuur, leven en technologie;12;;7416666;;;78;
School;04. 40776-01ET-000;17-18;Definitief;Natuurkunde;68;7327941;6601470;-726470;91;43;93
School;04. 40776-01ET-000;17-18;Definitief;Nederlands;123;6636585;6690243;53658;89;41;91
School;04. 40776-01ET-000;17-18;Definitief;Scheikunde;70;7450000;7118571;-331428;100;93;93
School;04. 40776-01ET-000;17-18;Definitief;Tekenen;17;7123529;7464705;341176;58;100;43
School;04. 40776-01ET-000;17-18;Definitief;Wiskunde A;49;6426530;6320408;-106122;15;15;43
School;04. 40776-01ET-000;17-18;Definitief;Wiskunde B;73;7256164;7147945;-108219;41;84;34
School;04. 40776-01ET-000;17-18;Definitief;Wiskunde C;1;6100000;5400000;-700000;42;6;84
School;04. 40776-01ET-000;17-18;Definitief;Wiskunde D;15;;7920000;;;82;
School;04. 40776-01ET-000;18-19;Definitief;Totaal;121;6971085;6887714;-101565;84;62;81
School;04. 40776-01ET-000;18-19;Definitief;Aardrijkskunde;13;6692307;6400000;-292307;74;12;91
School;04. 40776-01ET-000;18-19;Definitief;Biologie;66;6766666;7010606;243939;84;93;48
School;04. 40776-01ET-000;18-19;Definitief;Duits;14;7171428;7021428;-150000;93;77;84
School;04. 40776-01ET-000;18-19;Definitief;Economie;54;6424074;6912962;488888;46;89;22
School;04. 40776-01ET-000;18-19;Definitief;Engels;120;7606666;7226666;-379999;91;60;77
School;04. 40776-01ET-000;18-19;Definitief;Filosofie;15;7613333;7153333;-460000;100;67;89
School;04. 40776-01ET-000;18-19;Definitief;Frans;35;6462857;6980000;517142;22;46;15
School;04. 40776-01ET-000;18-19;Definitief;Geschiedenis;51;6837254;6974509;137254;81;67;74
School;04. 40776-01ET-000;18-19;Definitief;Grieks;32;6518750;6018750;-500000;50;8;89
School;04. 40776-01ET-000;18-19;Definitief;Latijn;91;7073626;6307692;-765934;86;36;89
School;04. 40776-01ET-000;18-19;Definitief;Maatschappijleer;121;;6853719;;;22;
School;04. 40776-01ET-000;18-19;Definitief;Management en organisatie;44;6200000;6586363;386363;40;54;67
School;04. 40776-01ET-000;18-19;Definitief;Muziek;17;6411764;7582352;1170588;30;70;10
School;04. 40776-01ET-000;18-19;Definitief;Natuur, leven en technologie;16;;6925000;;;30;
School;04. 40776-01ET-000;18-19;Definitief;Natuurkunde;73;7297260;6898630;-398630;96;79;81
School;04. 40776-01ET-000;18-19;Definitief;Nederlands;121;6711570;6650413;-61157;91;27;89
School;04. 40776-01ET-000;18-19;Definitief;Scheikunde;82;7254878;6987804;-267073;96;89;74
School;04. 40776-01ET-000;18-19;Definitief;Tekenen;10;7120000;8039999;919999;72;100;15
School;04. 40776-01ET-000;18-19;Definitief;Wiskunde A;35;6580000;6542857;-37142;20;39;36
School;04. 40776-01ET-000;18-19;Definitief;Wiskunde B;85;7296470;7211764;-84705;60;93;29
School;04. 40776-01ET-000;18-19;Definitief;Wiskunde D;12;;8633333;;;98;
School;04. 40776-01ET-000;19-20;Definitief;Totaal;143;;6858737;;;39;
School;04. 40776-01ET-000;19-20;Definitief;Aardrijkskunde;11;;7172727;;;96;
School;04. 40776-01ET-000;19-20;Definitief;Biologie;76;;6955263;;;91;
School;04. 40776-01ET-000;19-20;Definitief;Duits;17;;7011764;;;67;
School;04. 40776-01ET-000;19-20;Definitief;Economie;64;;6767187;;;74;
School;04. 40776-01ET-000;19-20;Definitief;Engels;142;;7302816;;;65;
School;04. 40776-01ET-000;19-20;Definitief;Filosofie;13;;6946153;;;42;
School;04. 40776-01ET-000;19-20;Definitief;Frans;57;;7021052;;;46;
School;04. 40776-01ET-000;19-20;Definitief;Geschiedenis;56;;6912499;;;70;
School;04. 40776-01ET-000;19-20;Definitief;Grieks;40;;6097499;;;15;
School;04. 40776-01ET-000;19-20;Definitief;Latijn;104;;6176923;;;31;
School;04. 40776-01ET-000;19-20;Definitief;Maatschappijleer;143;;6777622;;;20;
School;04. 40776-01ET-000;19-20;Definitief;Management en organisatie;41;;6587804;;;47;
School;04. 40776-01ET-000;19-20;Definitief;Muziek;11;;7900000;;;82;
School;04. 40776-01ET-000;19-20;Definitief;Natuur, leven en technologie;9;;7500000;;;89;
School;04. 40776-01ET-000;19-20;Definitief;Natuurkunde;90;;6844444;;;62;
School;04. 40776-01ET-000;19-20;Definitief;Nederlands;143;;6572727;;;15;
School;04. 40776-01ET-000;19-20;Definitief;Scheikunde;97;;7145360;;;98;
School;04. 40776-01ET-000;19-20;Definitief;Tekenen;31;;7274193;;;72;
School;04. 40776-01ET-000;19-20;Definitief;Wiskunde A;46;;6743478;;;60;
School;04. 40776-01ET-000;19-20;Definitief;Wiskunde B;96;;7066666;;;72;
School;04. 40776-01ET-000;19-20;Definitief;Wiskunde D;12;;7666666;;;54;
School;04. 40776-01ET-000;20-21;Definitief;Totaal;117;6710548;6804541;58016;60;29;67
School;04. 40776-01ET-000;20-21;Definitief;Aardrijkskunde;37;6740540;6340540;-400000;65;15;93
School;04. 40776-01ET-000;20-21;Definitief;Bedrijfseconomie;26;6296153;6269230;-26923;34;14;60
School;04. 40776-01ET-000;20-21;Definitief;Biologie;55;6501818;6950909;449090;70;89;34
School;04. 40776-01ET-000;20-21;Definitief;Duits;18;7138888;7383333;244444;77;96;29
School;04. 40776-01ET-000;20-21;Definitief;Economie;63;5987301;6585714;598412;48;55;43
School;04. 40776-01ET-000;20-21;Definitief;Engels;117;7407692;7163247;-244444;41;48;55
School;04. 40776-01ET-000;20-21;Definitief;Filosofie;13;6607692;7169230;561538;39;62;28
School;04. 40776-01ET-000;20-21;Definitief;Frans;39;7464102;7128205;-335897;81;62;77
School;04. 40776-01ET-000;20-21;Definitief;Geschiedenis;70;6865714;6925714;60000;72;67;65
School;04. 40776-01ET-000;20-21;Definitief;Grieks;34;6650000;6138235;-511764;74;17;96
School;04. 40776-01ET-000;20-21;Definitief;Latijn;85;6217647;6157647;-60000;74;29;84
School;04. 40776-01ET-000;20-21;Definitief;Maatschappijleer;117;;6933333;;;27;
School;04. 40776-01ET-000;20-21;Definitief;Muziek;17;6017647;7452941;1435294;20;37;30
School;04. 40776-01ET-000;20-21;Definitief;Natuurkunde;56;6891071;6841071;-49999;62;70;46
School;04. 40776-01ET-000;20-21;Definitief;Nederlands;117;6878632;6466666;-411965;98;8;100
School;04. 40776-01ET-000;20-21;Definitief;Scheikunde;58;7041379;7253448;212068;74;100;20
School;04. 40776-01ET-000;20-21;Definitief;Tekenen;28;6600000;6967857;367857;29;15;43
School;04. 40776-01ET-000;20-21;Definitief;Wiskunde A;39;6182051;6412820;230769;10;22;15
School;04. 40776-01ET-000;20-21;Definitief;Wiskunde B;78;6302631;7030769;676315;15;77;8
School;04. 40776-01ET-000;20-21;Definitief;Wiskunde D;12;;8024999;;;88;
School;04. 40776-01ET-000;21-22;Definitief;Totaal;113;6825027;6807087;-51605;86;46;91
School;04. 40776-01ET-000;21-22;Definitief;Aardrijkskunde;18;6561111;6966666;405555;50;86;22
School;04. 40776-01ET-000;21-22;Definitief;Bedrijfseconomie;41;6173170;6473170;300000;32;44;50
School;04. 40776-01ET-000;21-22;Definitief;Biologie;51;7158823;6935294;-223529;100;89;91
School;04. 40776-01ET-000;21-22;Definitief;Duits;10;7200000;7560000;359999;81;96;17
School;04. 40776-01ET-000;21-22;Definitief;Economie;65;5684615;6666153;981538;48;77;31
School;04. 40776-01ET-000;21-22;Definitief;Engels;113;7537168;7157522;-379646;74;46;74
School;04. 40776-01ET-000;21-22;Definitief;Filosofie;9;8222222;7800000;-422222;100;95;81
School;04. 40776-01ET-000;21-22;Definitief;Frans;37;7116216;7051351;-64864;60;60;55
School;04. 40776-01ET-000;21-22;Definitief;Geschiedenis;58;6568965;7018965;450000;72;89;55
School;04. 40776-01ET-000;21-22;Definitief;Grieks;37;6456756;6094594;-362162;65;12;93
School;04. 40776-01ET-000;21-22;Definitief;Latijn;78;5911538;5796153;-115384;70;15;89
School;04. 40776-01ET-000;21-22;Definitief;Maatschappijleer;113;;6984955;;;20;
School;04. 40776-01ET-000;21-22;Definitief;Muziek;14;5399999;6878571;1478571;19;10;28
School;04. 40776-01ET-000;21-22;Definitief;Natuur, leven en technologie;5;;7800000;;;100;
School;04. 40776-01ET-000;21-22;Definitief;Natuurkunde;64;7892187;6864062;-1028125;100;77;100
School;04. 40776-01ET-000;21-22;Definitief;Nederlands;113;6446902;6469026;22123;58;5;98
School;04. 40776-01ET-000;21-22;Definitief;Scheikunde;65;7823076;7010769;-812307;100;91;79
School;04. 40776-01ET-000;21-22;Definitief;Tekenen;17;6999999;7211764;211764;72;58;86
School;04. 40776-01ET-000;21-22;Definitief;Wiskunde A;41;6751219;6826829;75609;74;89;27
School;04. 40776-01ET-000;21-22;Definitief;Wiskunde B;72;6968055;7133333;165277;74;89;34
School;04. 40776-01ET-000;21-22;Definitief;Wiskunde D;9;;7399999;;;35;
School;04. 40776-01ET-000;22-23;Definitief;Totaal;120;6939065;6855412;-121868;72;55;62
School;04. 40776-01ET-000;22-23;Definitief;Aardrijkskunde;21;6561904;6861904;300000;62;74;43
School;04. 40776-01ET-000;22-23;Definitief;Bedrijfseconomie;36;6469444;6622222;152777;50;57;50
School;04. 40776-01ET-000;22-23;Definitief;Biologie;73;7032876;6730136;-302739;67;79;50
School;04. 40776-01ET-000;22-23;Definitief;Duits;17;6688235;7217647;529411;17;84;5
School;04. 40776-01ET-000;22-23;Definitief;Economie;49;6383673;6730612;346938;62;89;24
School;04. 40776-01ET-000;22-23;Definitief;Engels;119;7455462;7291596;-163865;74;72;55
School;04. 40776-01ET-000;22-23;Definitief;Filosofie;14;7385714;7042857;-342857;87;50;92
School;04. 40776-01ET-000;22-23;Definitief;Frans;27;6900000;7251851;351851;34;74;12
School;04. 40776-01ET-000;22-23;Definitief;Geschiedenis;55;7278181;7079999;-198181;96;86;79
School;04. 40776-01ET-000;22-23;Definitief;Grieks;29;6513793;6248275;-265517;53;36;70
School;04. 40776-01ET-000;22-23;Definitief;Latijn;91;6840659;6214285;-626373;70;39;77
School;04. 40776-01ET-000;22-23;Definitief;Maatschappijleer;120;;6939999;;;39;
School;04. 40776-01ET-000;22-23;Definitief;Muziek;7;7400000;8257142;857142;100;90;50
School;04. 40776-01ET-000;22-23;Definitief;Natuur, leven en technologie;12;;7308333;;;60;
School;04. 40776-01ET-000;22-23;Definitief;Natuurkunde;78;6848717;6541025;-307692;60;22;89
School;04. 40776-01ET-000;22-23;Definitief;Nederlands;119;6426890;6547899;121008;53;15;84
School;04. 40776-01ET-000;22-23;Definitief;Scheikunde;75;7412000;7078666;-333333;79;89;55
School;04. 40776-01ET-000;22-23;Definitief;Tekenen;12;6908333;7291666;383333;43;86;29
School;04. 40776-01ET-000;22-23;Definitief;Wiskunde A;35;7242857;6588571;-654285;74;60;67
School;04. 40776-01ET-000;22-23;Definitief;Wiskunde B;85;6991764;7071764;79999;43;84;10
School;04. 40776-01ET-000;22-23;Definitief;Wiskunde D;16;;8131250;;;88;
School;10. 40856-02QP-000;17-18;Definitief;Totaal;67;6483455;6622169;43566;8;5;53
School;10. 40856-02QP-000;17-18;Definitief;Aardrijkskunde;25;6495999;6600000;103999;58;46;60
School;10. 40856-02QP-000;17-18;Definitief;Biologie;32;6434375;6243749;-190625;43;5;96
School;10. 40856-02QP-000;17-18;Definitief;Duits;22;6390909;6795454;404545;20;43;24
School;10. 40856-02QP-000;17-18;Definitief;Economie;32;6962499;6490624;-471875;89;27;93
School;10. 40856-02QP-000;17-18;Definitief;Engels;67;7299999;7008955;-291044;36;22;77
School;10. 40856-02QP-000;17-18;Definitief;Frans;17;6717647;6564705;-152941;41;15;84
School;10. 40856-02QP-000;17-18;Definitief;Geschiedenis;39;6566666;6451282;-115384;53;15;77
School;10. 40856-02QP-000;17-18;Definitief;Grieks;24;5812500;6000000;187499;10;5;55
School;10. 40856-02QP-000;17-18;Definitief;Kunst (beeldende vormgeving);13;6684615;7369230;684615;62;42;65
School;10. 40856-02QP-000;17-18;Definitief;Latijn;45;5868888;6315555;446666;17;34;31
School;10. 40856-02QP-000;17-18;Definitief;Maatschappijleer;67;;7149253;;;53;
School;10. 40856-02QP-000;17-18;Definitief;Management en organisatie;22;6222727;6481818;259090;27;40;47
School;10. 40856-02QP-000;17-18;Definitief;Natuur, leven en technologie;9;;6666666;;;17;
School;10. 40856-02QP-000;17-18;Definitief;Natuurkunde;36;6594444;6311111;-283333;8;5;46
School;10. 40856-02QP-000;17-18;Definitief;Nederlands;67;6638805;6513432;-125373;91;15;98
School;10. 40856-02QP-000;17-18;Definitief;Scheikunde;36;5838888;6150000;311111;5;5;12
School;10. 40856-02QP-000;17-18;Definitief;Wiskunde A;34;6132352;6541176;408823;3;39;3
School;10. 40856-02QP-000;17-18;Definitief;Wiskunde B;32;6356249;6731250;374999;8;41;8
School;10. 40856-02QP-000;17-18;Definitief;Wiskunde C;1;4200000;6500000;2300000;3;67;3
School;10. 40856-02QP-000;17-18;Definitief;Wiskunde D;16;;7625000;;;55;
School;10. 40856-02QP-000;18-19;Definitief;Totaal;62;6448207;6646519;111155;8;15;39
School;10. 40856-02QP-000;18-19;Definitief;Aardrijkskunde;11;7163636;6699999;-463636;98;72;98
School;10. 40856-02QP-000;18-19;Definitief;Biologie;31;6222580;6280645;58064;27;10;79
School;10. 40856-02QP-000;18-19;Definitief;Duits;23;6500000;6669565;169565;24;31;41
School;10. 40856-02QP-000;18-19;Definitief;Economie;34;5982352;6661764;679411;15;60;12
School;10. 40856-02QP-000;18-19;Definitief;Engels;62;7100000;7114516;14516;12;39;15
School;10. 40856-02QP-000;18-19;Definitief;Frans;22;6318181;6813636;495454;15;27;17
School;10. 40856-02QP-000;18-19;Definitief;Geschiedenis;34;6732352;6829411;97058;77;53;77
School;10. 40856-02QP-000;18-19;Definitief;Grieks;7;6728571;6228571;-499999;72;22;89
School;10. 40856-02QP-000;18-19;Definitief;Kunst (beeldende vormgeving);11;6754545;7209090;454545;62;30;81
School;10. 40856-02QP-000;18-19;Definitief;Latijn;58;6305172;6072413;-232758;27;17;55
School;10. 40856-02QP-000;18-19;Definitief;Maatschappijleer;62;;7032258;;;36;
School;10. 40856-02QP-000;18-19;Definitief;Management en organisatie;20;5700000;6630000;929999;27;60;27
School;10. 40856-02QP-000;18-19;Definitief;Natuur, leven en technologie;10;;6800000;;;18;
School;10. 40856-02QP-000;18-19;Definitief;Natuurkunde;32;6271875;5987500;-284375;5;3;67
School;10. 40856-02QP-000;18-19;Definitief;Nederlands;62;6620967;6443548;-177419;79;8;96
