tSchool;Schooljaar;Profiel;Geslacht;Examenkandidaten;Geslaagden;Slaagpercentage
08. 41211-02FY-007;23-24;E&M;Vrouw;0;0;0.0
08. 41211-02FY-007;23-24;E&M/C&M;Vrouw;12;10;83.3
08. 41211-02FY-007;23-24;N&G;Vrouw;10;9;90.0
08. 41211-02FY-007;23-24;N&G/C&M;Vrouw;0;0;0.0
08. 41211-02FY-007;23-24;N&T;Man;5;5;100.0
08. 41211-02FY-007;23-24;N&T/N&G;Man;11;10;90.9
08. 41211-02FY-007;23-24;N&T/N&G;Vrouw;8;7;87.5
08. 41211-02FY-007;23-24;N&T/N&G;Vrouw;8;7;87.5
08. 41211-02FY-007;24-25;C&M;Man;0;0;0.0
08. 41211-02FY-007;24-25;C&M;Man;0;0;0.0
08. 41211-02FY-007;24-25;C&M;Vrouw;0;0;0.0
08. 41211-02FY-007;24-25;E&M;Man;7;6;85.7
08. 41211-02FY-007;24-25;E&M/C&M;Man;0;0;0.0
08. 41211-02FY-007;24-25;E&M/C&M;Man;7;5;71.4
08. 41211-02FY-007;24-25;E&M/C&M;Vrouw;11;11;100.0
08. 41211-02FY-007;24-25;N&G;Vrouw;9;8;88.9
08. 41211-02FY-007;24-25;N&G/C&M;Man;0;0;0.0
08. 41211-02FY-007;24-25;N&G/C&M;Vrouw;0;0;0.0
08. 41211-02FY-007;24-25;N&T;Man;5;;80.0
08. 41211-02FY-007;24-25;N&T/N&G;Man;11;10;90.9
08. 41211-02FY-007;24-25;N&T/N&G;Vrouw;5;;60.0
08. 41211-02FY-007;24-25;N&T/N&G;Vrouw;8;;50.0
09. 42992-03AM-000;21-22;C&M;Man;6;5;83.3
09. 42992-03AM-000;21-22;C&M;Vrouw;19;18;94.7
09. 42992-03AM-000;21-22;E&M;Man;5;5;100.0
09. 42992-03AM-000;21-22;E&M/C&M;Man;21;17;81.0
09. 42992-03AM-000;21-22;E&M/C&M;Vrouw;32;30;93.8
09. 42992-03AM-000;21-22;N&G;Man;12;12;100.0
09. 42992-03AM-000;21-22;N&G;Vrouw;11;10;90.9
09. 42992-03AM-000;21-22;N&T;Man;12;11;91.7
09. 42992-03AM-000;21-22;N&T/E&M;Man;0;0;0.0
09. 42992-03AM-000;21-22;N&T/E&M;Vrouw;0;0;0.0
09. 42992-03AM-000;21-22;N&T/N&G;Man;15;13;86.7
09. 42992-03AM-000;21-22;N&T/N&G;Vrouw;18;18;100.0
09. 42992-03AM-000;22-23;C&M;Man;5;;80.0
09. 42992-03AM-000;22-23;C&M;Vrouw;17;14;82.4
09. 42992-03AM-000;22-23;E&M/C&M;Man;34;28;82.4
09. 42992-03AM-000;22-23;E&M/C&M;Vrouw;17;15;88.2
09. 42992-03AM-000;22-23;N&G;Man;14;10;71.4
09. 42992-03AM-000;22-23;N&G;Vrouw;13;11;84.6
09. 42992-03AM-000;22-23;N&T;Man;12;12;100.0
09. 42992-03AM-000;22-23;N&T/E&M;Man;0;0;0.0
09. 42992-03AM-000;22-23;N&T/E&M;Vrouw;0;0;0.0
09. 42992-03AM-000;22-23;N&T/N&G;Man;11;9;81.8
09. 42992-03AM-000;22-23;N&T/N&G;Vrouw;14;14;100.0
09. 42992-03AM-000;23-24;C&M;Man;7;7;100.0
09. 42992-03AM-000;23-24;C&M;Vrouw;17;16;94.1
09. 42992-03AM-000;23-24;E&M;Man;5;5;100.0
09. 42992-03AM-000;23-24;E&M;Vrouw;0;0;0.0
09. 42992-03AM-000;23-24;E&M/C&M;Man;30;30;100.0
09. 42992-03AM-000;23-24;E&M/C&M;Vrouw;28;27;96.4
09. 42992-03AM-000;23-24;N&G;Man;9;9;100.0
09. 42992-03AM-000;23-24;N&G;Vrouw;18;16;88.9
09. 42992-03AM-000;23-24;N&T;Man;5;5;100.0
09. 42992-03AM-000;23-24;N&T/E&M;Man;0;0;0.0
09. 42992-03AM-000;23-24;N&T/E&M;Vrouw;0;0;0.0
09. 42992-03AM-000;23-24;N&T/N&G;Man;12;12;100.0
09. 42992-03AM-000;23-24;N&T/N&G;Vrouw;14;14;100.0
09. 42992-03AM-000;24-25;C&M;Man;5;;80.0
09. 42992-03AM-000;24-25;C&M;Vrouw;9;8;88.9
09. 42992-03AM-000;24-25;E&M;Vrouw;0;0;0.0
09. 42992-03AM-000;24-25;E&M/C&M;Man;27;23;85.2
09. 42992-03AM-000;24-25;E&M/C&M;Vrouw;29;24;82.8
09. 42992-03AM-000;24-25;N&G;Man;5;5;100.0
09. 42992-03AM-000;24-25;N&G;Vrouw;8;7;87.5
09. 42992-03AM-000;24-25;N&T;Man;11;10;90.9
09. 42992-03AM-000;24-25;N&T;Vrouw;7;6;85.7
09. 42992-03AM-000;24-25;N&T/E&M;Vrouw;0;0;0.0
09. 42992-03AM-000;24-25;N&T/N&G;Man;13;13;100.0
09. 42992-03AM-000;24-25;N&T/N&G;Vrouw;13;12;92.3
10. 40856-02QP-000;21-22;C&M;Man;0;0;0.0
10. 40856-02QP-000;21-22;C&M;Vrouw;7;7;100.0
10. 40856-02QP-000;21-22;E&M/C&M;Man;7;7;100.0
10. 40856-02QP-000;21-22;N&G;Vrouw;6;;66.7
10. 40856-02QP-000;21-22;N&G/C&M;Man;0;0;0.0
10. 40856-02QP-000;21-22;N&G/C&M;Vrouw;0;0;0.0
10. 40856-02QP-000;21-22;N&G/E&M;Man;0;0;0.0
10. 40856-02QP-000;21-22;N&G/E&M;Vrouw;0;0;0.0
10. 40856-02QP-000;21-22;N&T;Man;6;6;100.0
10. 40856-02QP-000;21-22;N&T/C&M;Vrouw;0;0;0.0
10. 40856-02QP-000;21-22;N&T/E&M;Man;0;0;0.0
10. 40856-02QP-000;21-22;N&T/N&G;Man;11;9;81.8
10. 40856-02QP-000;21-22;N&T/N&G;Vrouw;10;9;90.0
10. 40856-02QP-000;22-23;E&M;Man;7;5;71.4
10. 40856-02QP-000;22-23;E&M;Vrouw;0;0;0.0
10. 40856-02QP-000;22-23;E&M/C&M;Vrouw;6;6;100.0
10. 40856-02QP-000;22-23;N&G;Vrouw;10;8;80.0
10. 40856-02QP-000;22-23;N&G/C&M;Man;0;0;0.0
10. 40856-02QP-000;22-23;N&G/C&M;Vrouw;0;0;0.0
10. 40856-02QP-000;22-23;N&G/E&M;Man;0;0;0.0
10. 40856-02QP-000;22-23;N&G/E&M;Vrouw;0;0;0.0
10. 40856-02QP-000;22-23;N&T;Man;5;;80.0
10. 40856-02QP-000;22-23;N&T;Vrouw;0;0;0.0
10. 40856-02QP-000;22-23;N&T/C&M;Man;0;0;0.0
10. 40856-02QP-000;22-23;N&T/C&M;Vrouw;0;0;0.0
10. 40856-02QP-000;22-23;N&T/E&M;Man;0;0;0.0
10. 40856-02QP-000;22-23;N&T/E&M;Vrouw;0;0;0.0
10. 40856-02QP-000;22-23;N&T/N&G;Man;7;7;100.0
10. 40856-02QP-000;22-23;N&T/N&G;Vrouw;5;5;100.0
10. 40856-02QP-000;23-24;C&M;Vrouw;6;5;83.3
10. 40856-02QP-000;23-24;E&M;Man;6;5;83.3
10. 40856-02QP-000;23-24;E&M/C&M;Man;13;11;84.6
10. 40856-02QP-000;23-24;E&M/C&M;Vrouw;5;;80.0
10. 40856-02QP-000;23-24;N&G/C&M;Man;0;0;0.0
10. 40856-02QP-000;23-24;N&G/C&M;Vrouw;0;0;0.0
10. 40856-02QP-000;23-24;N&G/E&M;Man;0;0;0.0
10. 40856-02QP-000;23-24;N&G/E&M;Vrouw;0;0;0.0
10. 40856-02QP-000;23-24;N&T/C&M;Man;0;0;0.0
10. 40856-02QP-000;23-24;N&T/C&M;Vrouw;0;0;0.0
10. 40856-02QP-000;23-24;N&T/E&M;Man;0;0;0.0
10. 40856-02QP-000;23-24;N&T/E&M;Vrouw;0;0;0.0
10. 40856-02QP-000;23-24;N&T/N&G;Man;8;8;100.0
10. 40856-02QP-000;23-24;N&T/N&G;Vrouw;5;5;100.0
10. 40856-02QP-000;24-25;E&M;Man;7;6;85.7
10. 40856-02QP-000;24-25;E&M/C&M;Man;16;13;81.2
10. 40856-02QP-000;24-25;E&M/C&M;Vrouw;9;6;66.7
10. 40856-02QP-000;24-25;N&G;Man;9;9;100.0
10. 40856-02QP-000;24-25;N&G/C&M;Man;0;0;0.0
10. 40856-02QP-000;24-25;N&G/C&M;Vrouw;0;0;0.0
10. 40856-02QP-000;24-25;N&G/E&M;Vrouw;0;0;0.0
10. 40856-02QP-000;24-25;N&T;Vrouw;0;0;0.0
10. 40856-02QP-000;24-25;N&T/C&M;Man;0;0;0.0
10. 40856-02QP-000;24-25;N&T/C&M;Vrouw;0;0;0.0
10. 40856-02QP-000;24-25;N&T/E&M;Man;0;0;0.0
10. 40856-02QP-000;24-25;N&T/E&M;Vrouw;0;0;0.0
10. 40856-02QP-000;24-25;N&T/N&G;Man;7;7;100.0
10. 40856-02QP-000;24-25;N&T/N&G;Vrouw;5;5;100.0
11. 41513-20KZ-000;21-22;C&M;Vrouw;9;8;88.9
11. 41513-20KZ-000;21-22;E&M;Man;7;7;100.0
11. 41513-20KZ-000;21-22;E&M/C&M;Man;20;20;100.0
11. 41513-20KZ-000;21-22;E&M/C&M;Vrouw;23;22;95.7
11. 41513-20KZ-000;21-22;N&G;Man;10;9;90.0
11. 41513-20KZ-000;21-22;N&G;Vrouw;5;5;100.0
11. 41513-20KZ-000;21-22;N&G/C&M;Man;0;0;0.0
11. 41513-20KZ-000;21-22;N&G/E&M;Man;0;0;0.0
11. 41513-20KZ-000;21-22;N&G/E&M;Vrouw;0;0;0.0
11. 41513-20KZ-000;21-22;N&T;Vrouw;0;0;0.0
11. 41513-20KZ-000;21-22;N&T/N&G;Man;31;31;100.0
11. 41513-20KZ-000;21-22;N&T/N&G;Vrouw;26;22;84.6
11. 41513-20KZ-000;22-23;C&M;Man;0;0;0.0
11. 41513-20KZ-000;22-23;C&M;Vrouw;8;8;100.0
11. 41513-20KZ-000;22-23;E&M;Man;9;8;88.9
11. 41513-20KZ-000;22-23;E&M/C&M;Man;11;10;90.9
11. 41513-20KZ-000;22-23;E&M/C&M;Vrouw;18;16;88.9
11. 41513-20KZ-000;22-23;N&G;Man;6;6;100.0
11. 41513-20KZ-000;22-23;N&G;Vrouw;15;13;86.7
11. 41513-20KZ-000;22-23;N&G/C&M;Man;0;0;0.0
11. 41513-20KZ-000;22-23;N&G/C&M;Vrouw;0;0;0.0
11. 41513-20KZ-000;22-23;N&G/E&M;Man;0;0;0.0
11. 41513-20KZ-000;22-23;N&T;Vrouw;0;0;0.0
11. 41513-20KZ-000;22-23;N&T/N&G;Man;20;19;95.0
11. 41513-20KZ-000;22-23;N&T/N&G;Vrouw;25;25;100.0
11. 41513-20KZ-000;23-24;C&M;Man;0;0;0.0
11. 41513-20KZ-000;23-24;C&M;Vrouw;5;;80.0
11. 41513-20KZ-000;23-24;E&M;Man;5;5;100.0
11. 41513-20KZ-000;23-24;E&M/C&M;Man;15;14;93.3
11. 41513-20KZ-000;23-24;E&M/C&M;Vrouw;9;8;88.9
11. 41513-20KZ-000;23-24;N&G;Vrouw;16;15;93.8
11. 41513-20KZ-000;23-24;N&G/C&M;Man;0;0;0.0
11. 41513-20KZ-000;23-24;N&G/C&M;Vrouw;0;0;0.0
11. 41513-20KZ-000;23-24;N&G/E&M;Man;0;0;0.0
11. 41513-20KZ-000;23-24;N&G/E&M;Vrouw;0;0;0.0
11. 41513-20KZ-000;23-24;N&T;Man;0;0;0.0
11. 41513-20KZ-000;23-24;N&T;Vrouw;0;0;0.0
11. 41513-20KZ-000;23-24;N&T/N&G;Man;19;18;94.7
11. 41513-20KZ-000;23-24;N&T/N&G;Vrouw;20;20;100.0
11. 41513-20KZ-000;24-25;C&M;Man;0;0;0.0
11. 41513-20KZ-000;24-25;C&M;Vrouw;6;6;100.0
11. 41513-20KZ-000;24-25;E&M/C&M;Man;11;9;81.8
11. 41513-20KZ-000;24-25;E&M/C&M;Vrouw;19;15;78.9
11. 41513-20KZ-000;24-25;N&G;Man;9;7;77.8
11. 41513-20KZ-000;24-25;N&G;Vrouw;10;7;70.0
11. 41513-20KZ-000;24-25;N&G/C&M;Man;0;0;0.0
11. 41513-20KZ-000;24-25;N&G/E&M;Man;0;0;0.0
11. 41513-20KZ-000;24-25;N&G/E&M;Vrouw;0;0;0.0
11. 41513-20KZ-000;24-25;N&T;Man;0;0;0.0
11. 41513-20KZ-000;24-25;N&T/N&G;Man;16;14;87.5
11. 41513-20KZ-000;24-25;N&T/N&G;Vrouw;13;12;92.3
13. 41386-19ZU-000;21-22;C&M;Vrouw;6;5;83.3
13. 41386-19ZU-000;21-22;E&M/C&M;Man;21;20;95.2
13. 41386-19ZU-000;21-22;E&M/C&M;Vrouw;7;6;85.7
13. 41386-19ZU-000;21-22;N&G;Man;12;12;100.0
13. 41386-19ZU-000;21-22;N&G;Vrouw;18;16;88.9
13. 41386-19ZU-000;21-22;N&G/C&M;Vrouw;0;0;0.0
13. 41386-19ZU-000;21-22;N&T/E&M;Man;0;0;0.0
13. 41386-19ZU-000;21-22;N&T/E&M;Vrouw;0;0;0.0
13. 41386-19ZU-000;21-22;N&T/N&G;Man;20;20;100.0
13. 41386-19ZU-000;21-22;N&T/N&G;Vrouw;18;18;100.0
13. 41386-19ZU-000;22-23;C&M;Vrouw;11;8;72.7
13. 41386-19ZU-000;22-23;E&M;Man;5;5;100.0
13. 41386-19ZU-000;22-23;E&M;Vrouw;;0;0.0
13. 41386-19ZU-000;22-23;E&M/C&M;Man;6;6;100.0
13. 41386-19ZU-000;22-23;E&M/C&M;Vrouw;13;9;69.2
13. 41386-19ZU-000;22-23;N&G;Man;6;;66.7
13. 41386-19ZU-000;22-23;N&G;Vrouw;11;7;63.6
13. 41386-19ZU-000;22-23;N&G/C&M;Man;0;0;0.0
13. 41386-19ZU-000;22-23;N&G/E&M;Man;0;0;0.0
13. 41386-19ZU-000;22-23;N&G/E&M;Vrouw;0;0;0.0
13. 41386-19ZU-000;22-23;N&T;Vrouw;0;0;0.0
13. 41386-19ZU-000;22-23;N&T/E&M;Vrouw;0;0;0.0
13. 41386-19ZU-000;22-23;N&T/N&G;Man;19;19;100.0
13. 41386-19ZU-000;22-23;N&T/N&G;Vrouw;16;15;93.8
13. 41386-19ZU-000;23-24;C&M;Man;6;;66.7
13. 41386-19ZU-000;23-24;C&M;Vrouw;6;6;100.0
13. 41386-19ZU-000;23-24;E&M;Man;11;9;81.8
13. 41386-19ZU-000;23-24;E&M/C&M;Man;11;11;100.0
13. 41386-19ZU-000;23-24;E&M/C&M;Vrouw;9;6;66.7
13. 41386-19ZU-000;23-24;N&G;Man;9;9;100.0
13. 41386-19ZU-000;23-24;N&G;Vrouw;13;10;76.9
13. 41386-19ZU-000;23-24;N&G/C&M;Man;0;0;0.0
13. 41386-19ZU-000;23-24;N&G/E&M;Man;0;0;0.0
13. 41386-19ZU-000;23-24;N&G/E&M;Vrouw;0;0;0.0
13. 41386-19ZU-000;23-24;N&T/E&M;Man;0;0;0.0
13. 41386-19ZU-000;23-24;N&T/E&M;Vrouw;0;0;0.0
13. 41386-19ZU-000;23-24;N&T/N&G;Man;21;21;100.0
13. 41386-19ZU-000;23-24;N&T/N&G;Vrouw;15;14;93.3
13. 41386-19ZU-000;24-25;C&M;Vrouw;6;6;100.0
13. 41386-19ZU-000;24-25;E&M;Man;5;;80.0
13. 41386-19ZU-000;24-25;E&M/C&M;Man;11;11;100.0
13. 41386-19ZU-000;24-25;E&M/C&M;Vrouw;5;;80.0
13. 41386-19ZU-000;24-25;N&G;Man;12;8;66.7
13. 41386-19ZU-000;24-25;N&G/C&M;Vrouw;0;0;0.0
13. 41386-19ZU-000;24-25;N&G/E&M;Man;0;0;0.0
13. 41386-19ZU-000;24-25;N&G/E&M;Vrouw;0;0;0.0
13. 41386-19ZU-000;24-25;N&T/N&G;Man;20;19;95.0
13. 41386-19ZU-000;24-25;N&T/N&G;Vrouw;16;14;87.5
14. 41525-20AI-000;21-22;E&M;Man;0;0;0.0
14. 41525-20AI-000;21-22;E&M;Vrouw;0;0;0.0
14. 41525-20AI-000;21-22;E&M/C&M;Man;10;10;100.0
14. 41525-20AI-000;21-22;E&M/C&M;Vrouw;11;11;100.0
14. 41525-20AI-000;21-22;N&G;Man;23;21;91.3
14. 41525-20AI-000;21-22;N&G;Vrouw;14;11;78.6
14. 41525-20AI-000;21-22;N&G/E&M;Man;0;0;0.0
14. 41525-20AI-000;21-22;N&G/E&M;Vrouw;0;0;0.0
14. 41525-20AI-000;21-22;N&T;Man;5;5;100.0
14. 41525-20AI-000;21-22;N&T;Vrouw;0;0;0.0
14. 41525-20AI-000;21-22;N&T/N&G;Man;21;20;95.2
14. 41525-20AI-000;21-22;N&T/N&G;Vrouw;15;15;100.0
14. 41525-20AI-000;22-23;C&M;Man;0;0;0.0
14. 41525-20AI-000;22-23;C&M;Vrouw;10;7;70.0
14. 41525-20AI-000;22-23;E&M;Man;0;0;0.0
14. 41525-20AI-000;22-23;E&M;Vrouw;0;0;0.0
14. 41525-20AI-000;22-23;E&M/C&M;Man;8;7;87.5
14. 41525-20AI-000;22-23;E&M/C&M;Vrouw;7;7;100.0
14. 41525-20AI-000;22-23;N&G;Man;17;14;82.4
14. 41525-20AI-000;22-23;N&G;Vrouw;7;6;85.7
14. 41525-20AI-000;22-23;N&G/E&M;Man;0;0;0.0
14. 41525-20AI-000;22-23;N&G/E&M;Vrouw;0;0;0.0
14. 41525-20AI-000;22-23;N&T;Vrouw;0;0;0.0
14. 41525-20AI-000;22-23;N&T/N&G;Man;28;24;85.7
14. 41525-20AI-000;22-23;N&T/N&G;Vrouw;15;14;93.3
14. 41525-20AI-000;23-24;C&M;Man;5;5;100.0
14. 41525-20AI-000;23-24;C&M;Vrouw;14;13;92.9
14. 41525-20AI-000;23-24;E&M;Vrouw;0;0;0.0
14. 41525-20AI-000;23-24;E&M/C&M;Man;14;13;92.9
14. 41525-20AI-000;23-24;E&M/C&M;Vrouw;7;7;100.0
14. 41525-20AI-000;23-24;N&G;Man;22;14;63.6
14. 41525-20AI-000;23-24;N&G;Vrouw;18;12;66.7
14. 41525-20AI-000;23-24;N&G/E&M;Man;0;0;0.0
14. 41525-20AI-000;23-24;N&G/E&M;Vrouw;0;0;0.0
14. 41525-20AI-000;23-24;N&T;Man;5;5;100.0
14. 41525-20AI-000;23-24;N&T/N&G;Man;30;30;100.0
14. 41525-20AI-000;23-24;N&T/N&G;Vrouw;15;14;93.3
14. 41525-20AI-000;24-25;C&M;Vrouw;11;11;100.0
14. 41525-20AI-000;24-25;E&M/C&M;Man;8;8;100.0
14. 41525-20AI-000;24-25;E&M/C&M;Vrouw;6;6;100.0
14. 41525-20AI-000;24-25;N&G;Man;11;9;81.8
14. 41525-20AI-000;24-25;N&G;Vrouw;11;9;81.8
14. 41525-20AI-000;24-25;N&G/E&M;Man;0;0;0.0
14. 41525-20AI-000;24-25;N&G/E&M;Vrouw;0;0;0.0
14. 41525-20AI-000;24-25;N&T/N&G;Man;21;20;95.2
14. 41525-20AI-000;24-25;N&T/N&G;Vrouw;9;9;100.0
15. 41360-20LU-000;21-22;C&M;Vrouw;6;5;83.3
15. 41360-20LU-000;21-22;E&M;Man;0;0;0.0
15. 41360-20LU-000;21-22;E&M/C&M;Man;19;18;94.7
15. 41360-20LU-000;21-22;E&M/C&M;Vrouw;29;29;100.0
15. 41360-20LU-000;21-22;N&G;Man;5;;60.0
15. 41360-20LU-000;21-22;N&G/E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;21-22;N&T;Man;5;5;100.0
15. 41360-20LU-000;21-22;N&T;Vrouw;0;0;0.0
15. 41360-20LU-000;21-22;N&T/E&M;Man;0;0;0.0
15. 41360-20LU-000;21-22;N&T/E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;21-22;N&T/N&G;Man;26;24;92.3
15. 41360-20LU-000;21-22;N&T/N&G;Vrouw;23;22;95.7
15. 41360-20LU-000;22-23;C&M;Vrouw;11;11;100.0
15. 41360-20LU-000;22-23;E&M;Man;;0;0.0
15. 41360-20LU-000;22-23;E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;22-23;E&M/C&M;Man;12;12;100.0
15. 41360-20LU-000;22-23;E&M/C&M;Vrouw;24;20;83.3
15. 41360-20LU-000;22-23;N&G;Man;7;6;85.7
15. 41360-20LU-000;22-23;N&G;Vrouw;7;7;100.0
15. 41360-20LU-000;22-23;N&G/E&M;Man;0;0;0.0
15. 41360-20LU-000;22-23;N&G/E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;22-23;N&T;Man;10;10;100.0
15. 41360-20LU-000;22-23;N&T/E&M;Man;0;0;0.0
15. 41360-20LU-000;22-23;N&T/E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;22-23;N&T/N&G;Man;27;26;96.3
15. 41360-20LU-000;22-23;N&T/N&G;Vrouw;21;21;100.0
15. 41360-20LU-000;23-24;C&M;Vrouw;13;11;84.6
15. 41360-20LU-000;23-24;E&M;Man;0;0;0.0
15. 41360-20LU-000;23-24;E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;23-24;E&M/C&M;Man;22;21;95.5
15. 41360-20LU-000;23-24;E&M/C&M;Vrouw;17;13;76.5
15. 41360-20LU-000;23-24;N&G;Man;6;;66.7
15. 41360-20LU-000;23-24;N&G;Vrouw;8;6;75.0
15. 41360-20LU-000;23-24;N&G/E&M;Man;0;0;0.0
15. 41360-20LU-000;23-24;N&G/E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;23-24;N&T;Man;9;9;100.0
15. 41360-20LU-000;23-24;N&T/E&M;Man;0;0;0.0
15. 41360-20LU-000;23-24;N&T/E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;23-24;N&T/N&G;Man;19;18;94.7
15. 41360-20LU-000;23-24;N&T/N&G;Vrouw;20;19;95.0
15. 41360-20LU-000;24-25;C&M;Man;8;8;100.0
15. 41360-20LU-000;24-25;C&M;Vrouw;13;11;84.6
15. 41360-20LU-000;24-25;E&M;Man;0;0;0.0
15. 41360-20LU-000;24-25;E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;24-25;E&M/C&M;Man;18;17;94.4
15. 41360-20LU-000;24-25;E&M/C&M;Vrouw;24;22;91.7
15. 41360-20LU-000;24-25;N&G;Man;10;9;90.0
15. 41360-20LU-000;24-25;N&G;Vrouw;6;;66.7
15. 41360-20LU-000;24-25;N&G/E&M;Man;0;0;0.0
15. 41360-20LU-000;24-25;N&G/E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;24-25;N&T;Vrouw;0;0;0.0
15. 41360-20LU-000;24-25;N&T/E&M;Vrouw;0;0;0.0
15. 41360-20LU-000;24-25;N&T/N&G;Man;22;21;95.5
15. 41360-20LU-000;24-25;N&T/N&G;Vrouw;14;13;92.9
16. 33944-02DQ-000;21-22;C&M;Vrouw;14;13;92.9
16. 33944-02DQ-000;21-22;E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;21-22;E&M/C&M;Man;15;14;93.3
16. 33944-02DQ-000;21-22;E&M/C&M;Vrouw;23;20;87.0
16. 33944-02DQ-000;21-22;N&G;Man;8;8;100.0
16. 33944-02DQ-000;21-22;N&G/C&M;Man;0;0;0.0
16. 33944-02DQ-000;21-22;N&G/E&M;Man;0;0;0.0
16. 33944-02DQ-000;21-22;N&G/E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;21-22;N&T;Man;10;10;100.0
16. 33944-02DQ-000;21-22;N&T/C&M;Man;0;0;0.0
16. 33944-02DQ-000;21-22;N&T/E&M;Man;0;0;0.0
16. 33944-02DQ-000;21-22;N&T/E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;21-22;N&T/N&G;Man;18;18;100.0
16. 33944-02DQ-000;21-22;N&T/N&G;Vrouw;30;30;100.0
16. 33944-02DQ-000;22-23;C&M;Vrouw;10;10;100.0
16. 33944-02DQ-000;22-23;E&M;Man;10;9;90.0
16. 33944-02DQ-000;22-23;E&M/C&M;Man;16;15;93.8
16. 33944-02DQ-000;22-23;E&M/C&M;Vrouw;10;10;100.0
16. 33944-02DQ-000;22-23;N&G;Man;7;7;100.0
16. 33944-02DQ-000;22-23;N&G;Vrouw;7;7;100.0
16. 33944-02DQ-000;22-23;N&G/C&M;Man;0;0;0.0
16. 33944-02DQ-000;22-23;N&G/C&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;22-23;N&G/E&M;Man;0;0;0.0
16. 33944-02DQ-000;22-23;N&G/E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;22-23;N&T;Man;5;5;100.0
16. 33944-02DQ-000;22-23;N&T;Vrouw;7;7;100.0
16. 33944-02DQ-000;22-23;N&T/C&M;Man;0;0;0.0
16. 33944-02DQ-000;22-23;N&T/C&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;22-23;N&T/E&M;Man;0;0;0.0
16. 33944-02DQ-000;22-23;N&T/E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;22-23;N&T/N&G;Man;24;24;100.0
16. 33944-02DQ-000;22-23;N&T/N&G;Vrouw;19;19;100.0
16. 33944-02DQ-000;23-24;C&M;Vrouw;8;8;100.0
16. 33944-02DQ-000;23-24;E&M;Man;6;5;83.3
16. 33944-02DQ-000;23-24;E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;23-24;E&M/C&M;Man;6;5;83.3
16. 33944-02DQ-000;23-24;E&M/C&M;Vrouw;13;13;100.0
16. 33944-02DQ-000;23-24;N&G;Man;8;8;100.0
16. 33944-02DQ-000;23-24;N&G;Vrouw;6;6;100.0
16. 33944-02DQ-000;23-24;N&G/C&M;Man;0;0;0.0
16. 33944-02DQ-000;23-24;N&G/C&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;23-24;N&G/E&M;Man;0;0;0.0
16. 33944-02DQ-000;23-24;N&G/E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;23-24;N&T;Man;6;6;100.0
16. 33944-02DQ-000;23-24;N&T/C&M;Man;0;0;0.0
16. 33944-02DQ-000;23-24;N&T/C&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;23-24;N&T/E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;23-24;N&T/N&G;Man;21;21;100.0
16. 33944-02DQ-000;23-24;N&T/N&G;Vrouw;25;25;100.0
16. 33944-02DQ-000;24-25;C&M;Vrouw;5;5;100.0
16. 33944-02DQ-000;24-25;E&M;Man;5;5;100.0
16. 33944-02DQ-000;24-25;E&M;Vrouw;5;5;100.0
16. 33944-02DQ-000;24-25;E&M/C&M;Man;18;18;100.0
16. 33944-02DQ-000;24-25;E&M/C&M;Vrouw;8;7;87.5
16. 33944-02DQ-000;24-25;N&G;Vrouw;9;9;100.0
16. 33944-02DQ-000;24-25;N&G/C&M;Man;0;0;0.0
16. 33944-02DQ-000;24-25;N&G/C&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;24-25;N&G/E&M;Man;0;0;0.0
16. 33944-02DQ-000;24-25;N&G/E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;24-25;N&T;Man;9;8;88.9
16. 33944-02DQ-000;24-25;N&T/C&M;Man;0;0;0.0
16. 33944-02DQ-000;24-25;N&T/C&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;24-25;N&T/E&M;Man;0;0;0.0
16. 33944-02DQ-000;24-25;N&T/E&M;Vrouw;0;0;0.0
16. 33944-02DQ-000;24-25;N&T/N&G;Man;17;17;100.0
16. 33944-02DQ-000;24-25;N&T/N&G;Vrouw;32;31;96.9
17. 42510-20BV-000;21-22;C&M;Man;7;6;85.7
17. 42510-20BV-000;21-22;C&M;Vrouw;16;14;87.5
17. 42510-20BV-000;21-22;E&M;Man;0;0;0.0
