Type data;tSchool;Schooljaar;Vak omschrijving;Aantal vak deelnemers;Totaal aantal vak deelnemers
School;46. 41298-02VO-000;19-20;Nederlands;103;104
School;46. 41298-02VO-000;19-20;Scheikunde;63;104
School;46. 41298-02VO-000;19-20;Wiskunde A;37;104
School;46. 41298-02VO-000;19-20;Wiskunde B;67;104
School;46. 41298-02VO-000;19-20;Wiskunde D;16;104
School;46. 41298-02VO-000;20-21;Aardrijkskunde;14;98
School;46. 41298-02VO-000;20-21;Biologie;49;98
School;46. 41298-02VO-000;20-21;Duits;28;98
School;46. 41298-02VO-000;20-21;Economie;51;98
School;46. 41298-02VO-000;20-21;Engels;95;98
School;46. 41298-02VO-000;20-21;Filosofie;11;98
School;46. 41298-02VO-000;20-21;Frans;31;98
School;46. 41298-02VO-000;20-21;Geschiedenis;44;98
School;46. 41298-02VO-000;20-21;Grieks;23;98
School;46. 41298-02VO-000;20-21;Kunst (beeldende vormgeving);13;98
School;46. 41298-02VO-000;20-21;Latijn;81;98
School;46. 41298-02VO-000;20-21;Levensbeschouwelijk vormingsonderwijs;98;98
School;46. 41298-02VO-000;20-21;Lichamelijke opvoeding;95;98
School;46. 41298-02VO-000;20-21;Maatschappijleer;97;98
School;46. 41298-02VO-000;20-21;Maatschappijwetenschappen;28;98
School;46. 41298-02VO-000;20-21;Natuur, leven en technologie;26;98
School;46. 41298-02VO-000;20-21;Natuurkunde;64;98
School;46. 41298-02VO-000;20-21;Nederlands;98;98
School;46. 41298-02VO-000;20-21;Scheikunde;60;98
School;46. 41298-02VO-000;20-21;Wiskunde A;28;98
School;46. 41298-02VO-000;20-21;Wiskunde B;70;98
School;46. 41298-02VO-000;20-21;Wiskunde D;16;98
School;46. 41298-02VO-000;21-22;Aardrijkskunde;4;95
School;46. 41298-02VO-000;21-22;Biologie;44;95
School;46. 41298-02VO-000;21-22;Duits;24;95
School;46. 41298-02VO-000;21-22;Economie;54;95
School;46. 41298-02VO-000;21-22;Engels;95;95
School;46. 41298-02VO-000;21-22;Filosofie;16;95
School;46. 41298-02VO-000;21-22;Frans;31;95
School;46. 41298-02VO-000;21-22;Geschiedenis;56;95
School;46. 41298-02VO-000;21-22;Grieks;22;95
School;46. 41298-02VO-000;21-22;Kunst (beeldende vormgeving);12;95
School;46. 41298-02VO-000;21-22;Latijn;81;95
School;46. 41298-02VO-000;21-22;Levensbeschouwelijk vormingsonderwijs;95;95
School;46. 41298-02VO-000;21-22;Lichamelijke opvoeding;93;95
School;46. 41298-02VO-000;21-22;Maatschappijleer;95;95
School;46. 41298-02VO-000;21-22;Maatschappijwetenschappen;31;95
School;46. 41298-02VO-000;21-22;Natuur, leven en technologie;26;95
School;46. 41298-02VO-000;21-22;Natuurkunde;62;95
School;46. 41298-02VO-000;21-22;Nederlands;95;95
School;46. 41298-02VO-000;21-22;Scheikunde;53;95
School;46. 41298-02VO-000;21-22;Wiskunde A;34;95
School;46. 41298-02VO-000;21-22;Wiskunde B;61;95
School;46. 41298-02VO-000;21-22;Wiskunde D;19;95
School;46. 41298-02VO-000;22-23;Aardrijkskunde;10;108
School;46. 41298-02VO-000;22-23;Biologie;54;108
School;46. 41298-02VO-000;22-23;Duits;23;108
School;46. 41298-02VO-000;22-23;Economie;56;108
School;46. 41298-02VO-000;22-23;Engels;106;108
School;46. 41298-02VO-000;22-23;Filosofie;18;108
School;46. 41298-02VO-000;22-23;Frans;34;108
School;46. 41298-02VO-000;22-23;Geschiedenis;47;108
School;46. 41298-02VO-000;22-23;Grieks;37;108
School;46. 41298-02VO-000;22-23;Kunst (beeldende vormgeving);17;108
School;46. 41298-02VO-000;22-23;Latijn;73;108
School;46. 41298-02VO-000;22-23;Levensbeschouwelijk vormingsonderwijs;108;108
School;46. 41298-02VO-000;22-23;Lichamelijke opvoeding;105;108
School;46. 41298-02VO-000;22-23;Maatschappijleer;108;108
School;46. 41298-02VO-000;22-23;Maatschappijwetenschappen;28;108
School;46. 41298-02VO-000;22-23;Natuur, leven en technologie;31;108
School;46. 41298-02VO-000;22-23;Natuurkunde;76;108
School;46. 41298-02VO-000;22-23;Nederlands;106;108
School;46. 41298-02VO-000;22-23;Scheikunde;69;108
School;46. 41298-02VO-000;22-23;Wiskunde A;30;108
School;46. 41298-02VO-000;22-23;Wiskunde B;78;108
School;46. 41298-02VO-000;22-23;Wiskunde D;19;108
School;25. 41347-14WI-000;17-18;Aardrijkskunde;21;55
School;25. 41347-14WI-000;17-18;Biologie;26;55
School;25. 41347-14WI-000;17-18;Duits;29;55
School;25. 41347-14WI-000;17-18;Economie;31;55
School;25. 41347-14WI-000;17-18;Engels;55;55
School;25. 41347-14WI-000;17-18;Filosofie;13;55
School;25. 41347-14WI-000;17-18;Frans;28;55
School;25. 41347-14WI-000;17-18;Geschiedenis;30;55
School;25. 41347-14WI-000;17-18;Godsdienst;55;55
School;25. 41347-14WI-000;17-18;Grieks;8;55
School;25. 41347-14WI-000;17-18;Kunst (beeldende vormgeving);4;55
School;25. 41347-14WI-000;17-18;Latijn;53;55
School;25. 41347-14WI-000;17-18;Lichamelijke opvoeding;55;55
School;25. 41347-14WI-000;17-18;Maatschappijleer;55;55
School;25. 41347-14WI-000;17-18;Natuurkunde;32;55
School;25. 41347-14WI-000;17-18;Nederlands;55;55
School;25. 41347-14WI-000;17-18;Rekentoets;55;55
School;25. 41347-14WI-000;17-18;Scheikunde;25;55
School;25. 41347-14WI-000;17-18;Wiskunde A;31;55
School;25. 41347-14WI-000;17-18;Wiskunde B;28;55
School;25. 41347-14WI-000;17-18;Wiskunde C;1;55
School;25. 41347-14WI-000;18-19;Aardrijkskunde;33;64
School;25. 41347-14WI-000;18-19;Biologie;32;64
School;25. 41347-14WI-000;18-19;Duits;44;64
School;25. 41347-14WI-000;18-19;Economie;37;64
School;25. 41347-14WI-000;18-19;Engels;64;64
School;25. 41347-14WI-000;18-19;Filosofie;15;64
School;25. 41347-14WI-000;18-19;Frans;21;64
School;25. 41347-14WI-000;18-19;Geschiedenis;35;64
School;25. 41347-14WI-000;18-19;Godsdienst;64;64
School;25. 41347-14WI-000;18-19;Grieks;6;64
School;25. 41347-14WI-000;18-19;Kunst (beeldende vormgeving);14;64
School;25. 41347-14WI-000;18-19;Latijn;61;64
School;25. 41347-14WI-000;18-19;Lichamelijke opvoeding;63;64
School;25. 41347-14WI-000;18-19;Maatschappijleer;64;64
School;25. 41347-14WI-000;18-19;Natuurkunde;34;64
School;25. 41347-14WI-000;18-19;Nederlands;64;64
School;25. 41347-14WI-000;18-19;Rekentoets;64;64
School;25. 41347-14WI-000;18-19;Scheikunde;33;64
School;25. 41347-14WI-000;18-19;Wiskunde A;31;64
School;25. 41347-14WI-000;18-19;Wiskunde B;38;64
School;25. 41347-14WI-000;18-19;Wiskunde C;4;64
School;25. 41347-14WI-000;19-20;Aardrijkskunde;28;78
School;25. 41347-14WI-000;19-20;Biologie;49;78
School;25. 41347-14WI-000;19-20;Duits;51;78
School;25. 41347-14WI-000;19-20;Economie;44;78
School;25. 41347-14WI-000;19-20;Engels;78;78
School;25. 41347-14WI-000;19-20;Filosofie;8;78
School;25. 41347-14WI-000;19-20;Frans;37;78
School;25. 41347-14WI-000;19-20;Geschiedenis;37;78
School;25. 41347-14WI-000;19-20;Godsdienst;78;78
School;25. 41347-14WI-000;19-20;Grieks;3;78
School;25. 41347-14WI-000;19-20;Kunst (beeldende vormgeving);7;78
School;25. 41347-14WI-000;19-20;Latijn;77;78
School;25. 41347-14WI-000;19-20;Lichamelijke opvoeding;77;78
School;25. 41347-14WI-000;19-20;Maatschappijleer;78;78
School;25. 41347-14WI-000;19-20;Natuurkunde;43;78
School;25. 41347-14WI-000;19-20;Nederlands;78;78
School;25. 41347-14WI-000;19-20;Rekentoets;65;78
School;25. 41347-14WI-000;19-20;Scheikunde;44;78
School;25. 41347-14WI-000;19-20;Wiskunde A;36;78
School;25. 41347-14WI-000;19-20;Wiskunde B;44;78
School;25. 41347-14WI-000;20-21;Aardrijkskunde;19;64
School;25. 41347-14WI-000;20-21;Biologie;46;64
School;25. 41347-14WI-000;20-21;Duits;37;64
School;25. 41347-14WI-000;20-21;Economie;27;64
School;25. 41347-14WI-000;20-21;Engels;63;64
School;25. 41347-14WI-000;20-21;Filosofie;11;64
School;25. 41347-14WI-000;20-21;Frans;21;64
School;25. 41347-14WI-000;20-21;Geschiedenis;23;64
School;25. 41347-14WI-000;20-21;Godsdienst;64;64
School;25. 41347-14WI-000;20-21;Grieks;10;64
School;25. 41347-14WI-000;20-21;Kunst (beeldende vormgeving);6;64
School;25. 41347-14WI-000;20-21;Latijn;57;64
School;25. 41347-14WI-000;20-21;Lichamelijke opvoeding;62;64
School;25. 41347-14WI-000;20-21;Maatschappijleer;64;64
School;25. 41347-14WI-000;20-21;Natuurkunde;42;64
School;25. 41347-14WI-000;20-21;Nederlands;64;64
School;25. 41347-14WI-000;20-21;Scheikunde;44;64
School;25. 41347-14WI-000;20-21;Wiskunde A;33;64
School;25. 41347-14WI-000;20-21;Wiskunde B;31;64
School;25. 41347-14WI-000;21-22;Aardrijkskunde;33;72
School;25. 41347-14WI-000;21-22;Biologie;42;72
School;25. 41347-14WI-000;21-22;Duits;37;72
School;25. 41347-14WI-000;21-22;Economie;32;72
School;25. 41347-14WI-000;21-22;Engels;72;72
School;25. 41347-14WI-000;21-22;Filosofie;12;72
School;25. 41347-14WI-000;21-22;Frans;31;72
School;25. 41347-14WI-000;21-22;Geschiedenis;33;72
School;25. 41347-14WI-000;21-22;Godsdienst;72;72
School;25. 41347-14WI-000;21-22;Grieks;13;72
School;25. 41347-14WI-000;21-22;Kunst (beeldende vormgeving);14;72
School;25. 41347-14WI-000;21-22;Latijn;62;72
School;25. 41347-14WI-000;21-22;Lichamelijke opvoeding;72;72
School;25. 41347-14WI-000;21-22;Maatschappijleer;72;72
School;25. 41347-14WI-000;21-22;Natuurkunde;38;72
School;25. 41347-14WI-000;21-22;Nederlands;72;72
School;25. 41347-14WI-000;21-22;Scheikunde;41;72
School;25. 41347-14WI-000;21-22;Wiskunde A;42;72
School;25. 41347-14WI-000;21-22;Wiskunde B;31;72
School;25. 41347-14WI-000;21-22;Wiskunde C;1;72
School;25. 41347-14WI-000;22-23;Aardrijkskunde;24;59
School;25. 41347-14WI-000;22-23;Biologie;44;59
School;25. 41347-14WI-000;22-23;Duits;19;59
School;25. 41347-14WI-000;22-23;Economie;22;59
School;25. 41347-14WI-000;22-23;Engels;58;59
School;25. 41347-14WI-000;22-23;Filosofie;16;59
School;25. 41347-14WI-000;22-23;Frans;18;59
School;25. 41347-14WI-000;22-23;Geschiedenis;26;59
School;25. 41347-14WI-000;22-23;Godsdienst;59;59
School;25. 41347-14WI-000;22-23;Grieks;5;59
School;25. 41347-14WI-000;22-23;Kunst (beeldende vormgeving);9;59
School;25. 41347-14WI-000;22-23;Latijn;55;59
School;25. 41347-14WI-000;22-23;Lichamelijke opvoeding;57;59
School;25. 41347-14WI-000;22-23;Maatschappijleer;59;59
School;25. 41347-14WI-000;22-23;Natuurkunde;37;59
School;25. 41347-14WI-000;22-23;Nederlands;58;59
School;25. 41347-14WI-000;22-23;Scheikunde;42;59
School;25. 41347-14WI-000;22-23;Wiskunde A;30;59
School;25. 41347-14WI-000;22-23;Wiskunde B;29;59
School;25. 41347-14WI-000;22-23;Wiskunde D;2;59
School;15. 41360-20LU-000;17-18;Aardrijkskunde;23;116
School;15. 41360-20LU-000;17-18;Algemene natuurwetenschappen;116;116
School;15. 41360-20LU-000;17-18;Biologie;76;116
School;15. 41360-20LU-000;17-18;Duits;43;116
School;15. 41360-20LU-000;17-18;Economie;41;116
School;15. 41360-20LU-000;17-18;Engels;116;116
School;15. 41360-20LU-000;17-18;Filosofie;42;116
School;15. 41360-20LU-000;17-18;Frans;65;116
School;15. 41360-20LU-000;17-18;Geschiedenis;37;116
School;15. 41360-20LU-000;17-18;Grieks;48;116
School;15. 41360-20LU-000;17-18;Kunst (beeldende vormgeving);15;116
School;15. 41360-20LU-000;17-18;Kunst (drama);7;116
School;15. 41360-20LU-000;17-18;Latijn;76;116
School;15. 41360-20LU-000;17-18;Lichamelijke opvoeding;116;116
School;15. 41360-20LU-000;17-18;Maatschappijleer;116;116
School;15. 41360-20LU-000;17-18;Natuurkunde;81;116
School;15. 41360-20LU-000;17-18;Nederlands;116;116
School;15. 41360-20LU-000;17-18;Rekentoets;116;116
School;15. 41360-20LU-000;17-18;Scheikunde;83;116
School;15. 41360-20LU-000;17-18;Wiskunde A;46;116
School;15. 41360-20LU-000;17-18;Wiskunde B;68;116
School;15. 41360-20LU-000;17-18;Wiskunde C;2;116
School;15. 41360-20LU-000;17-18;Wiskunde D;18;116
School;15. 41360-20LU-000;18-19;Aardrijkskunde;24;105
School;15. 41360-20LU-000;18-19;Algemene natuurwetenschappen;2;105
School;15. 41360-20LU-000;18-19;Biologie;56;105
School;15. 41360-20LU-000;18-19;Duits;43;105
School;15. 41360-20LU-000;18-19;Economie;43;105
School;15. 41360-20LU-000;18-19;Engels;105;105
School;15. 41360-20LU-000;18-19;Filosofie;36;105
School;15. 41360-20LU-000;18-19;Frans;53;105
School;15. 41360-20LU-000;18-19;Geschiedenis;46;105
School;15. 41360-20LU-000;18-19;Grieks;44;105
School;15. 41360-20LU-000;18-19;Kunst (beeldende vormgeving);13;105
School;15. 41360-20LU-000;18-19;Kunst (drama);7;105
School;15. 41360-20LU-000;18-19;Latijn;64;105
School;15. 41360-20LU-000;18-19;Lichamelijke opvoeding;105;105
School;15. 41360-20LU-000;18-19;Maatschappijleer;105;105
School;15. 41360-20LU-000;18-19;Natuurkunde;71;105
School;15. 41360-20LU-000;18-19;Nederlands;105;105
School;15. 41360-20LU-000;18-19;Rekentoets;105;105
School;15. 41360-20LU-000;18-19;Scheikunde;68;105
School;15. 41360-20LU-000;18-19;Wiskunde A;38;105
School;15. 41360-20LU-000;18-19;Wiskunde B;67;105
School;15. 41360-20LU-000;18-19;Wiskunde D;16;105
School;15. 41360-20LU-000;19-20;Aardrijkskunde;19;137
School;15. 41360-20LU-000;19-20;Biologie;91;137
School;15. 41360-20LU-000;19-20;Duits;55;137
School;15. 41360-20LU-000;19-20;Economie;56;137
School;15. 41360-20LU-000;19-20;Engels;137;137
School;15. 41360-20LU-000;19-20;Filosofie;36;137
School;15. 41360-20LU-000;19-20;Frans;69;137
School;15. 41360-20LU-000;19-20;Geschiedenis;47;137
School;15. 41360-20LU-000;19-20;Grieks;41;137
School;15. 41360-20LU-000;19-20;Kunst (beeldende vormgeving);14;137
School;15. 41360-20LU-000;19-20;Kunst (drama);9;137
School;15. 41360-20LU-000;19-20;Latijn;99;137
School;15. 41360-20LU-000;19-20;Lichamelijke opvoeding;134;137
School;15. 41360-20LU-000;19-20;Maatschappijleer;137;137
School;15. 41360-20LU-000;19-20;Natuurkunde;100;137
School;15. 41360-20LU-000;19-20;Nederlands;137;137
School;15. 41360-20LU-000;19-20;Scheikunde;97;137
School;15. 41360-20LU-000;19-20;Wiskunde A;63;137
School;15. 41360-20LU-000;19-20;Wiskunde B;70;137
School;15. 41360-20LU-000;19-20;Wiskunde C;4;137
School;15. 41360-20LU-000;19-20;Wiskunde D;18;137
School;15. 41360-20LU-000;20-21;Aardrijkskunde;18;106
School;15. 41360-20LU-000;20-21;Biologie;62;106
School;15. 41360-20LU-000;20-21;Duits;28;106
School;15. 41360-20LU-000;20-21;Economie;61;106
School;15. 41360-20LU-000;20-21;Engels;103;106
School;15. 41360-20LU-000;20-21;Filosofie;42;106
School;15. 41360-20LU-000;20-21;Frans;53;106
School;15. 41360-20LU-000;20-21;Geschiedenis;49;106
School;15. 41360-20LU-000;20-21;Grieks;45;106
School;15. 41360-20LU-000;20-21;Kunst (beeldende vormgeving);6;106
School;15. 41360-20LU-000;20-21;Kunst (drama);19;106
School;15. 41360-20LU-000;20-21;Latijn;66;106
School;15. 41360-20LU-000;20-21;Lichamelijke opvoeding;106;106
School;15. 41360-20LU-000;20-21;Maatschappijleer;106;106
School;15. 41360-20LU-000;20-21;Natuurkunde;69;106
School;15. 41360-20LU-000;20-21;Nederlands;105;106
School;15. 41360-20LU-000;20-21;Scheikunde;64;106
School;15. 41360-20LU-000;20-21;Wiskunde A;43;106
School;15. 41360-20LU-000;20-21;Wiskunde B;59;106
School;15. 41360-20LU-000;20-21;Wiskunde C;4;106
School;15. 41360-20LU-000;20-21;Wiskunde D;8;106
School;15. 41360-20LU-000;21-22;Aardrijkskunde;34;113
School;15. 41360-20LU-000;21-22;Biologie;53;113
School;15. 41360-20LU-000;21-22;Duits;49;113
School;15. 41360-20LU-000;21-22;Economie;69;113
School;15. 41360-20LU-000;21-22;Engels;113;113
School;15. 41360-20LU-000;21-22;Filosofie;27;113
School;15. 41360-20LU-000;21-22;Frans;47;113
School;15. 41360-20LU-000;21-22;Geschiedenis;66;113
School;15. 41360-20LU-000;21-22;Grieks;34;113
School;15. 41360-20LU-000;21-22;Kunst (beeldende vormgeving);10;113
School;15. 41360-20LU-000;21-22;Kunst (drama);14;113
School;15. 41360-20LU-000;21-22;Latijn;83;113
School;15. 41360-20LU-000;21-22;Lichamelijke opvoeding;113;113
School;15. 41360-20LU-000;21-22;Maatschappijleer;113;113
School;15. 41360-20LU-000;21-22;Natuurkunde;63;113
School;15. 41360-20LU-000;21-22;Nederlands;113;113
School;15. 41360-20LU-000;21-22;Scheikunde;58;113
School;15. 41360-20LU-000;21-22;Wiskunde A;49;113
School;15. 41360-20LU-000;21-22;Wiskunde B;63;113
School;15. 41360-20LU-000;21-22;Wiskunde C;1;113
School;15. 41360-20LU-000;21-22;Wiskunde D;6;113
School;15. 41360-20LU-000;22-23;Aardrijkskunde;35;118
School;15. 41360-20LU-000;22-23;Biologie;62;118
School;15. 41360-20LU-000;22-23;Duits;31;118
School;15. 41360-20LU-000;22-23;Economie;56;118
School;15. 41360-20LU-000;22-23;Engels;118;118
School;15. 41360-20LU-000;22-23;Filosofie;38;118
School;15. 41360-20LU-000;22-23;Frans;48;118
School;15. 41360-20LU-000;22-23;Geschiedenis;55;118
School;15. 41360-20LU-000;22-23;Grieks;45;118
School;15. 41360-20LU-000;22-23;Kunst (beeldende vormgeving);10;118
School;15. 41360-20LU-000;22-23;Kunst (drama);10;118
School;15. 41360-20LU-000;22-23;Latijn;78;118
School;15. 41360-20LU-000;22-23;Lichamelijke opvoeding;115;118
School;15. 41360-20LU-000;22-23;Maatschappijleer;118;118
School;15. 41360-20LU-000;22-23;Natuurkunde;71;118
School;15. 41360-20LU-000;22-23;Nederlands;118;118
School;15. 41360-20LU-000;22-23;Scheikunde;72;118
School;15. 41360-20LU-000;22-23;Wiskunde A;48;118
School;15. 41360-20LU-000;22-23;Wiskunde B;68;118
School;15. 41360-20LU-000;22-23;Wiskunde C;2;118
School;15. 41360-20LU-000;22-23;Wiskunde D;21;118
School;13. 41386-19ZU-000;17-18;Aardrijkskunde;51;115
School;13. 41386-19ZU-000;17-18;Biologie;68;115
School;13. 41386-19ZU-000;17-18;Duits;35;115
School;13. 41386-19ZU-000;17-18;Economie;69;115
School;13. 41386-19ZU-000;17-18;Engels;115;115
School;13. 41386-19ZU-000;17-18;Filosofie;28;115
School;13. 41386-19ZU-000;17-18;Frans;30;115
School;13. 41386-19ZU-000;17-18;Geschiedenis;47;115
School;13. 41386-19ZU-000;17-18;Grieks;37;115
School;13. 41386-19ZU-000;17-18;Kunst (algemeen);3;115
School;13. 41386-19ZU-000;17-18;Kunst (beeldende vormgeving);2;115
School;13. 41386-19ZU-000;17-18;Latijn;81;115
School;13. 41386-19ZU-000;17-18;Lichamelijke opvoeding;115;115
School;13. 41386-19ZU-000;17-18;Maatschappijleer;115;115
School;13. 41386-19ZU-000;17-18;Management en organisatie;37;115
School;13. 41386-19ZU-000;17-18;Natuurkunde;68;115
School;13. 41386-19ZU-000;17-18;Nederlands;115;115
School;13. 41386-19ZU-000;17-18;Rekentoets;115;115
School;13. 41386-19ZU-000;17-18;Scheikunde;76;115
School;13. 41386-19ZU-000;17-18;Wiskunde A;54;115
School;13. 41386-19ZU-000;17-18;Wiskunde B;60;115
School;13. 41386-19ZU-000;17-18;Wiskunde C;1;115
School;13. 41386-19ZU-000;17-18;Wiskunde D;23;115
School;13. 41386-19ZU-000;18-19;Aardrijkskunde;55;82
School;13. 41386-19ZU-000;18-19;Biologie;51;82
School;13. 41386-19ZU-000;18-19;Duits;22;82
School;13. 41386-19ZU-000;18-19;Economie;53;82
School;13. 41386-19ZU-000;18-19;Engels;82;82
School;13. 41386-19ZU-000;18-19;Filosofie;17;82
School;13. 41386-19ZU-000;18-19;Frans;36;82
School;13. 41386-19ZU-000;18-19;Geschiedenis;39;82
School;13. 41386-19ZU-000;18-19;Grieks;27;82
School;13. 41386-19ZU-000;18-19;Kunst (beeldende vormgeving);2;82
School;13. 41386-19ZU-000;18-19;Latijn;56;82
School;13. 41386-19ZU-000;18-19;Lichamelijke opvoeding;82;82
School;13. 41386-19ZU-000;18-19;Maatschappijleer;82;82
School;13. 41386-19ZU-000;18-19;Management en organisatie;17;82
School;13. 41386-19ZU-000;18-19;Natuurkunde;30;82
School;13. 41386-19ZU-000;18-19;Nederlands;82;82
School;13. 41386-19ZU-000;18-19;Rekentoets;82;82
School;13. 41386-19ZU-000;18-19;Scheikunde;50;82
School;13. 41386-19ZU-000;18-19;Wiskunde A;39;82
School;13. 41386-19ZU-000;18-19;Wiskunde B;43;82
School;13. 41386-19ZU-000;18-19;Wiskunde D;11;82
School;13. 41386-19ZU-000;19-20;Aardrijkskunde;71;104
School;13. 41386-19ZU-000;19-20;Biologie;63;104
School;13. 41386-19ZU-000;19-20;Duits;47;104
School;13. 41386-19ZU-000;19-20;Economie;61;104
School;13. 41386-19ZU-000;19-20;Engels;104;104
School;13. 41386-19ZU-000;19-20;Filosofie;22;104
School;13. 41386-19ZU-000;19-20;Frans;20;104
School;13. 41386-19ZU-000;19-20;Geschiedenis;49;104
School;13. 41386-19ZU-000;19-20;Grieks;25;104
School;13. 41386-19ZU-000;19-20;Kunst (beeldende vormgeving);3;104
School;13. 41386-19ZU-000;19-20;Latijn;82;104
School;13. 41386-19ZU-000;19-20;Lichamelijke opvoeding;104;104
School;13. 41386-19ZU-000;19-20;Maatschappijleer;104;104
School;13. 41386-19ZU-000;19-20;Management en organisatie;20;104
School;13. 41386-19ZU-000;19-20;Natuurkunde;47;104
School;13. 41386-19ZU-000;19-20;Nederlands;104;104
School;13. 41386-19ZU-000;19-20;Scheikunde;62;104
School;13. 41386-19ZU-000;19-20;Wiskunde A;49;104
School;13. 41386-19ZU-000;19-20;Wiskunde B;54;104
School;13. 41386-19ZU-000;19-20;Wiskunde C;1;104
School;13. 41386-19ZU-000;19-20;Wiskunde D;11;104
School;13. 41386-19ZU-000;20-21;Aardrijkskunde;50;97
School;13. 41386-19ZU-000;20-21;Bedrijfseconomie;25;97
School;13. 41386-19ZU-000;20-21;Biologie;48;97
School;13. 41386-19ZU-000;20-21;Duits;40;97
School;13. 41386-19ZU-000;20-21;Economie;63;97
School;13. 41386-19ZU-000;20-21;Engels;97;97
School;13. 41386-19ZU-000;20-21;Filosofie;22;97
School;13. 41386-19ZU-000;20-21;Frans;27;97
School;13. 41386-19ZU-000;20-21;Geschiedenis;55;97
School;13. 41386-19ZU-000;20-21;Grieks;29;97
School;13. 41386-19ZU-000;20-21;Kunst (beeldende vormgeving);6;97
School;13. 41386-19ZU-000;20-21;Latijn;72;97
School;13. 41386-19ZU-000;20-21;Lichamelijke opvoeding;97;97
School;13. 41386-19ZU-000;20-21;Maatschappijleer;97;97
School;13. 41386-19ZU-000;20-21;Management en organisatie;1;97
School;13. 41386-19ZU-000;20-21;Natuurkunde;58;97
School;13. 41386-19ZU-000;20-21;Nederlands;97;97
School;13. 41386-19ZU-000;20-21;Scheikunde;53;97
School;13. 41386-19ZU-000;20-21;Wiskunde A;37;97
School;13. 41386-19ZU-000;20-21;Wiskunde B;59;97
School;13. 41386-19ZU-000;20-21;Wiskunde C;1;97
School;13. 41386-19ZU-000;20-21;Wiskunde D;20;97
School;13. 41386-19ZU-000;21-22;Aardrijkskunde;62;110
School;13. 41386-19ZU-000;21-22;Bedrijfseconomie;27;110
School;13. 41386-19ZU-000;21-22;Biologie;77;110
School;13. 41386-19ZU-000;21-22;Duits;32;110
School;13. 41386-19ZU-000;21-22;Economie;47;110
School;13. 41386-19ZU-000;21-22;Engels;110;110
School;13. 41386-19ZU-000;21-22;Filosofie;31;110
School;13. 41386-19ZU-000;21-22;Frans;21;110
School;13. 41386-19ZU-000;21-22;Geschiedenis;48;110
School;13. 41386-19ZU-000;21-22;Grieks;47;110
School;13. 41386-19ZU-000;21-22;Kunst (beeldende vormgeving);6;110
School;13. 41386-19ZU-000;21-22;Latijn;72;110
School;13. 41386-19ZU-000;21-22;Lichamelijke opvoeding;110;110
School;13. 41386-19ZU-000;21-22;Maatschappijleer;110;110
School;13. 41386-19ZU-000;21-22;Natuurkunde;66;110
School;13. 41386-19ZU-000;21-22;Nederlands;110;110
School;13. 41386-19ZU-000;21-22;Scheikunde;74;110
School;13. 41386-19ZU-000;21-22;Wiskunde A;60;110
School;13. 41386-19ZU-000;21-22;Wiskunde B;49;110
School;13. 41386-19ZU-000;21-22;Wiskunde C;1;110
School;13. 41386-19ZU-000;21-22;Wiskunde D;10;110
School;13. 41386-19ZU-000;22-23;Aardrijkskunde;52;78
School;13. 41386-19ZU-000;22-23;Bedrijfseconomie;14;78
School;13. 41386-19ZU-000;22-23;Biologie;53;78
School;13. 41386-19ZU-000;22-23;Duits;27;78
School;13. 41386-19ZU-000;22-23;Economie;35;78
School;13. 41386-19ZU-000;22-23;Engels;77;78
School;13. 41386-19ZU-000;22-23;Filosofie;20;78
School;13. 41386-19ZU-000;22-23;Frans;21;78
School;13. 41386-19ZU-000;22-23;Geschiedenis;35;78
School;13. 41386-19ZU-000;22-23;Grieks;46;78
School;13. 41386-19ZU-000;22-23;Kunst (algemeen);1;78
School;13. 41386-19ZU-000;22-23;Kunst (beeldende vormgeving);3;78
School;13. 41386-19ZU-000;22-23;Latijn;33;78
School;13. 41386-19ZU-000;22-23;Lichamelijke opvoeding;78;78
School;13. 41386-19ZU-000;22-23;Maatschappijleer;78;78
School;13. 41386-19ZU-000;22-23;Natuurkunde;43;78
School;13. 41386-19ZU-000;22-23;Nederlands;78;78
School;13. 41386-19ZU-000;22-23;Scheikunde;50;78
School;13. 41386-19ZU-000;22-23;Wiskunde A;35;78
School;13. 41386-19ZU-000;22-23;Wiskunde B;43;78
School;13. 41386-19ZU-000;22-23;Wiskunde D;7;78
School;36. 41475-15JM-000;17-18;Aardrijkskunde;21;116
School;36. 41475-15JM-000;17-18;Algemene natuurwetenschappen;12;116
School;36. 41475-15JM-000;17-18;Biologie;70;116
School;36. 41475-15JM-000;17-18;Duits;59;116
School;36. 41475-15JM-000;17-18;Economie;58;116
School;36. 41475-15JM-000;17-18;Engels;116;116
School;36. 41475-15JM-000;17-18;Filosofie;9;116
School;36. 41475-15JM-000;17-18;Frans;36;116
School;36. 41475-15JM-000;17-18;Geschiedenis;60;116
School;36. 41475-15JM-000;17-18;Grieks;20;116
School;36. 41475-15JM-000;17-18;Kunst (beeldende vormgeving);16;116
School;36. 41475-15JM-000;17-18;Kunst (muziek);1;116
School;36. 41475-15JM-000;17-18;Latijn;100;116
School;36. 41475-15JM-000;17-18;Lichamelijke opvoeding;116;116
School;36. 41475-15JM-000;17-18;Maatschappijleer;116;116
School;36. 41475-15JM-000;17-18;Maatschappijwetenschappen;30;116
School;36. 41475-15JM-000;17-18;Management en organisatie;25;116
School;36. 41475-15JM-000;17-18;Natuur, leven en technologie;3;116
